 # problem=TPV104
 # author=Surendra Nadh Somala
 # Date = 09/23/2020; time = 16:16:51
 # code=SPECFEM3D_Cartesian (split nodes)
 # code_version=1.1
 # element_size=100 m  (*5 GLL nodes)
 # time_step=   2.00000009E-03
 # location=faultst000dp000
 # Column #1 = Time (s)
 # Column #2 = horizontal right-lateral slip (m)
 # Column #3 = horizontal right-lateral slip rate (m/s)
 # Column #4 = horizontal right-lateral shear stress (MPa)
 # Column #5 = vertical up-dip slip (m)
 # Column #6 = vertical up-dip slip rate (m/s)
 # Column #7 = vertical up-dip shear stress (MPa)
 # Column #8 = normal stress (MPa)
 #
 # The line below lists the names of the data fields:
                                                                                                                                                                                # t h-slip h-slip-rate h-shear-stress v-slip v-slip-rate v-shear-stress n-stress
 #
  0.2000000E-02  0.0000000E+00  0.0000000E+00  0.7000000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1200000E+03
  0.4000000E-02  0.0000000E+00  0.0000000E+00  0.7000000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1200000E+03
  0.6000000E-02  0.0000000E+00  0.0000000E+00  0.7000000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1200000E+03
  0.8000000E-02  0.0000000E+00  0.0000000E+00  0.7000000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1200000E+03
  0.1000000E-01  0.0000000E+00  0.0000000E+00  0.7000000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1200000E+03
  0.1200000E-01  0.0000000E+00  0.0000000E+00  0.7000000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1200000E+03
  0.1400000E-01  0.0000000E+00 -0.3150659E-27  0.7000000E+02  0.0000000E+00  0.1972152E-33  0.1699429E-24 -0.1200000E+03
  0.1600000E-01 -0.1260264E-29 -0.2756775E-26  0.7000000E+02 -0.8463559E-36  0.1144388E-32  0.1750818E-23 -0.1200000E+03
  0.1800000E-01 -0.1102706E-28 -0.1614359E-25  0.7000000E+02 -0.1354169E-34  0.1869539E-31  0.9941973E-23 -0.1200000E+03
  0.2000000E-01 -0.6583483E-28 -0.9126680E-25  0.7000000E+02 -0.3836814E-34 -0.1232595E-31  0.4106804E-22 -0.1200000E+03
  0.2200000E-01 -0.3760948E-27 -0.4949755E-24  0.7000000E+02 -0.3972231E-33  0.2322210E-31  0.1376789E-21 -0.1200000E+03
  0.2400000E-01 -0.2045735E-26 -0.2376049E-23  0.7000000E+02 -0.4814825E-33  0.3792449E-30  0.3968051E-21 -0.1200000E+03
  0.2600000E-01 -0.9880292E-26 -0.9839641E-23  0.7000000E+02 -0.2696302E-32  0.2047883E-29  0.1018178E-20 -0.1200000E+03
  0.2800000E-01 -0.4140430E-25 -0.3546833E-22  0.7000000E+02 -0.6162976E-32  0.1653453E-29  0.2380501E-20 -0.1200000E+03
  0.3000000E-01 -0.1517537E-24 -0.1132831E-21  0.7000000E+02 -0.6162976E-32  0.1577722E-29  0.5154388E-20 -0.1200000E+03
  0.3200000E-01 -0.4945368E-24 -0.3261593E-21  0.7000000E+02 -0.4930381E-31  0.6058464E-30  0.1046011E-19 -0.1200000E+03
  0.3400000E-01 -0.1456391E-23 -0.8588277E-21  0.7000000E+02 -0.4930381E-31  0.2584940E-28  0.2007431E-19 -0.1200000E+03
  0.3600000E-01 -0.3929848E-23 -0.2092351E-20  0.7000000E+02 -0.9860761E-31  0.1211693E-29  0.3668623E-19 -0.1200000E+03
  0.3800000E-01 -0.9825797E-23 -0.4760094E-20  0.7000000E+02 -0.5916457E-30  0.1058210E-27  0.6419634E-19 -0.1200000E+03
  0.4000000E-01 -0.2297023E-22 -0.1018613E-19  0.7000000E+02 -0.7888609E-30  0.0000000E+00  0.1080405E-18 -0.1200000E+03
  0.4200000E-01 -0.5057034E-22 -0.2062045E-19  0.7000000E+02 -0.1577722E-29  0.2164887E-27  0.1755111E-18 -0.1200000E+03
  0.4400000E-01 -0.1054520E-21 -0.3966444E-19  0.7000000E+02 -0.3155444E-29  0.9693542E-29  0.2760301E-18 -0.1200000E+03
  0.4600000E-01 -0.2092281E-21 -0.7273612E-19  0.7000000E+02 -0.6310887E-29  0.1938708E-28  0.4213163E-18 -0.1200000E+03
  0.4800000E-01 -0.3963966E-21 -0.1274450E-18  0.7000000E+02 -0.0000000E+00 -0.3877417E-28  0.6253626E-18 -0.1200000E+03
  0.5000000E-01 -0.7190081E-21 -0.2136173E-18  0.7000000E+02 -0.0000000E+00  0.9047291E-27  0.9041302E-18 -0.1200000E+03
  0.5200000E-01 -0.1250866E-20 -0.3425186E-18  0.7000000E+02  0.2524355E-28 -0.1550967E-27  0.1274866E-17 -0.1200000E+03
  0.5400000E-01 -0.2089083E-20 -0.5245465E-18  0.7000000E+02 -0.5048710E-28  0.1550967E-27  0.1754903E-17 -0.1200000E+03
  0.5600000E-01 -0.3349052E-20 -0.7642993E-18  0.7000000E+02 -0.1009742E-27  0.0000000E+00  0.2359852E-17 -0.1200000E+03
  0.5800000E-01 -0.5146280E-20 -0.1051466E-17  0.7000000E+02 -0.1009742E-27  0.6203867E-27  0.3101109E-17 -0.1200000E+03
  0.6000000E-01 -0.7554915E-20 -0.1345426E-17  0.7000000E+02  0.2019484E-27 -0.1240773E-26  0.3982581E-17 -0.1200000E+03
  0.6200000E-01 -0.1052798E-19 -0.1550838E-17  0.7000000E+02 -0.2019484E-27  0.2481547E-26  0.4996615E-17 -0.1200000E+03
  0.6400000E-01 -0.1375827E-19 -0.1480854E-17  0.7000000E+02 -0.4038968E-27  0.4135899E-26  0.6119357E-17 -0.1200000E+03
  0.6600000E-01 -0.1645140E-19 -0.8040199E-18  0.7000000E+02 -0.8077936E-27  0.2481547E-26  0.7305474E-17 -0.1200000E+03
  0.6800000E-01 -0.1697435E-19  0.1029465E-17  0.7000000E+02 -0.1615587E-26 -0.2481547E-26  0.8482878E-17 -0.1200000E+03
  0.7000000E-01 -0.1233354E-19  0.4886557E-17  0.7000000E+02 -0.1615587E-26  0.4963094E-26  0.9547510E-17 -0.1200000E+03
  0.7200000E-01  0.2571881E-20  0.1207923E-16  0.7000000E+02  0.0000000E+00  0.8271798E-26  0.1035952E-16 -0.1200000E+03
  0.7400000E-01  0.3598340E-19  0.2452425E-16  0.7000000E+02  0.0000000E+00  0.1819799E-25  0.1074076E-16 -0.1200000E+03
  0.7600001E-01  0.1006689E-18  0.4493545E-16  0.7000000E+02  0.0000000E+00  0.3308705E-26  0.1047575E-16 -0.1200000E+03
  0.7800000E-01  0.2157252E-18  0.7704601E-16  0.7000000E+02  0.0000000E+00  0.9926187E-26  0.9316174E-17 -0.1200000E+03
  0.8000001E-01  0.4088529E-18  0.1258530E-15  0.7000000E+02  0.0000000E+00  0.3308705E-26  0.6990335E-17 -0.1200000E+03
  0.8200000E-01  0.7191372E-18  0.1978701E-15  0.7000000E+02  0.0000000E+00  0.3308729E-26  0.3221789E-17 -0.1200000E+03
  0.8400001E-01  0.1200333E-17  0.3013664E-15  0.7000000E+02  0.0000000E+00 -0.3308729E-26 -0.2248439E-17 -0.1200000E+03
  0.8600000E-01  0.1924603E-17  0.4465580E-15  0.7000000E+02  0.0000000E+00  0.0000000E+00 -0.9626468E-17 -0.1200000E+03
  0.8800001E-01  0.2986565E-17  0.6457085E-15  0.7000000E+02  0.0000000E+00 -0.2646978E-25 -0.1902301E-16 -0.1200000E+03
  0.9000000E-01  0.4507437E-17  0.9130810E-15  0.7000000E+02  0.0000000E+00  0.0000000E+00 -0.3040273E-16 -0.1200000E+03
  0.9200001E-01  0.6638890E-17  0.1264670E-14  0.7000000E+02  0.0000000E+00 -0.5293956E-25 -0.4351770E-16 -0.1200000E+03
  0.9400000E-01  0.9566117E-17  0.1717631E-14  0.7000000E+02  0.0000000E+00  0.0000000E+00 -0.5784564E-16 -0.1200000E+03
  0.9600000E-01  0.1350941E-16  0.2289308E-14  0.7000000E+02  0.0000000E+00 -0.1985237E-25 -0.7251500E-16 -0.1200000E+03
  0.9800000E-01  0.1872335E-16  0.2995762E-14  0.7000000E+02  0.0000000E+00 -0.1058791E-24 -0.8623285E-16 -0.1200000E+03
  0.1000000E+00  0.2549246E-16  0.3849691E-14  0.7000000E+02  0.0000000E+00 -0.1058791E-24 -0.9722510E-16 -0.1200000E+03
  0.1020000E+00  0.3412212E-16  0.4857640E-14  0.7000000E+02  0.0000000E+00  0.0000000E+00 -0.1031827E-15 -0.1200000E+03
  0.1040000E+00  0.4492302E-16  0.6016421E-14  0.7000000E+02  0.0000000E+00 -0.1058791E-24 -0.1012402E-15 -0.1200000E+03
  0.1060000E+00  0.5818780E-16  0.7308685E-14  0.7000000E+02  0.0000000E+00  0.0000000E+00 -0.8798439E-16 -0.1200000E+03
  0.1080000E+00  0.7415777E-16  0.8697645E-14  0.7000000E+02  0.0000000E+00  0.0000000E+00 -0.5951854E-16 -0.1200000E+03
  0.1100000E+00  0.9297838E-16  0.1012098E-13  0.7000000E+02  0.0000000E+00 -0.1323489E-25 -0.1155318E-16 -0.1200000E+03
  0.1120000E+00  0.1146417E-15  0.1148406E-13  0.7000000E+02  0.0000000E+00  0.1058791E-24  0.6035805E-16 -0.1200000E+03
  0.1140000E+00  0.1389146E-15  0.1265276E-13  0.7000000E+02  0.0000000E+00  0.0000000E+00  0.1606168E-15 -0.1200000E+03
  0.1160000E+00  0.1652527E-15  0.1344616E-13  0.7000000E+02  0.0000000E+00  0.4235165E-24  0.2931533E-15 -0.1200000E+03
  0.1180000E+00  0.1926993E-15  0.1362962E-13  0.7000000E+02  0.0000000E+00  0.4235165E-24  0.4610159E-15 -0.1200000E+03
  0.1200000E+00  0.2197712E-15  0.1290893E-13  0.7000000E+02  0.0000000E+00  0.8470330E-24  0.6658231E-15 -0.1200000E+03
  0.1220000E+00  0.2443350E-15  0.1092627E-13  0.7000000E+02  0.0000000E+00  0.8470330E-24  0.9070652E-15 -0.1200000E+03
  0.1240000E+00  0.2634763E-15  0.7258900E-14  0.7000000E+02  0.0000000E+00  0.1694066E-23  0.1181525E-14 -0.1200000E+03
  0.1260000E+00  0.2733706E-15  0.1421733E-14  0.7000000E+02  0.0000000E+00  0.1694066E-23  0.1482400E-14 -0.1200000E+03
  0.1280000E+00  0.2691632E-15 -0.7125094E-14  0.7000000E+02  0.0000000E+00  0.1694066E-23  0.1798561E-14 -0.1200000E+03
  0.1300000E+00  0.2448702E-15 -0.1896234E-13  0.7000000E+02  0.0000000E+00  0.0000000E+00  0.2114019E-14 -0.1200000E+03
  0.1320000E+00  0.1933138E-15 -0.3469025E-13  0.7000000E+02  0.0000000E+00  0.3388132E-23  0.2406932E-14 -0.1200000E+03
  0.1340000E+00  0.1061092E-15 -0.5489839E-13  0.7000000E+02  0.0000000E+00  0.0000000E+00  0.2649517E-14 -0.1200000E+03
  0.1360000E+00 -0.2627974E-16 -0.8012568E-13  0.7000000E+02 -0.0000000E+00  0.0000000E+00  0.2807811E-14 -0.1200000E+03
  0.1380000E+00 -0.2143936E-15 -0.1108100E-12  0.7000000E+02 -0.0000000E+00  0.3176380E-24  0.2841490E-14 -0.1200000E+03
  0.1400000E+00 -0.4695198E-15 -0.1472269E-12  0.7000000E+02 -0.0000000E+00  0.3388132E-23  0.2704738E-14 -0.1200000E+03
  0.1420000E+00 -0.8033011E-15 -0.1894174E-12  0.7000000E+02 -0.4135903E-24 -0.2117580E-23  0.2347233E-14 -0.1200000E+03
  0.1440000E+00 -0.1227189E-14 -0.2371067E-12  0.7000000E+02 -0.4135903E-24  0.8470284E-24  0.1715988E-14 -0.1200000E+03
  0.1460000E+00 -0.1751728E-14 -0.2896144E-12  0.7000000E+02 -0.6462349E-24  0.0000000E+00  0.7573651E-15 -0.1200000E+03
  0.1480000E+00 -0.2385647E-14 -0.3457592E-12  0.7000000E+02 -0.8271806E-24  0.0000000E+00 -0.5795688E-15 -0.1200000E+03
  0.1500000E+00 -0.3134765E-14 -0.4037630E-12  0.7000000E+02 -0.0000000E+00  0.0000000E+00 -0.2339503E-14 -0.1200000E+03
  0.1520000E+00 -0.4000699E-14 -0.4611576E-12  0.7000000E+02 -0.0000000E+00  0.0000000E+00 -0.4555893E-14 -0.1200000E+03
  0.1540000E+00 -0.4979396E-14 -0.5147015E-12  0.7000000E+02 -0.1654361E-23 -0.3388113E-23 -0.7246240E-14 -0.1200000E+03
  0.1560000E+00 -0.6059506E-14 -0.5603136E-12  0.7000000E+02 -0.0000000E+00 -0.1016442E-22 -0.1040681E-13 -0.1200000E+03
  0.1580000E+00 -0.7220651E-14 -0.5930322E-12  0.7000000E+02 -0.0000000E+00 -0.3388113E-23 -0.1400530E-13 -0.1200000E+03
  0.1600000E+00 -0.8431635E-14 -0.6070086E-12  0.7000000E+02  0.0000000E+00 -0.1016442E-22 -0.1797626E-13 -0.1200000E+03
  0.1620000E+00 -0.9648686E-14 -0.5955455E-12  0.7000000E+02  0.0000000E+00 -0.1694064E-22 -0.2221467E-13 -0.1200000E+03
  0.1640000E+00 -0.1081382E-13 -0.5511895E-12  0.7000000E+02  0.0000000E+00 -0.1016442E-22 -0.2656995E-13 -0.1200000E+03
  0.1660000E+00 -0.1185344E-13 -0.4658884E-12  0.7000000E+02  0.0000000E+00  0.1016442E-22 -0.3084340E-13 -0.1200000E+03
  0.1680000E+00 -0.1267737E-13 -0.3312232E-12  0.7000000E+02  0.0000000E+00 -0.1016442E-22 -0.3478395E-13 -0.1200000E+03
