# problem=TPV104
# author=Surendra Nadh Somala
# Date = 01/13/2024; time = 12:20:09
# code=SPECFEM3D_Cartesian (split nodes)
# code_version=1.1
# element_size=1004 m  (w/ 5 GLL nodes)
# time_step=  0.2000000E-02
# location=faultst120dp075
# Column #1 = Time (s)
# Column #2 = horizontal right-lateral slip (m)
# Column #3 = horizontal right-lateral slip rate (m/s)
# Column #4 = horizontal right-lateral shear stress (MPa)
# Column #5 = vertical up-dip slip (m)
# Column #6 = vertical up-dip slip rate (m/s)
# Column #7 = vertical up-dip shear stress (MPa)
# Column #8 = normal stress (MPa)
#
# The line below lists the names of the data fields:
# t h-slip h-slip-rate h-shear-stress v-slip v-slip-rate v-shear-stress n-stress
#
  0.2000000E-02  0.0000000E+00  0.0000000E+00  0.6200000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1200000E+03
  0.4000000E-02  0.0000000E+00  0.0000000E+00  0.6200000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1200000E+03
  0.6000000E-02  0.0000000E+00  0.0000000E+00  0.6200000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1200000E+03
  0.8000000E-02  0.0000000E+00  0.0000000E+00  0.6200000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1200000E+03
  0.1000000E-01  0.0000000E+00  0.0000000E+00  0.6200000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1200000E+03
  0.1200000E-01  0.0000000E+00  0.0000000E+00  0.6200000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1200000E+03
  0.1400000E-01  0.0000000E+00  0.0000000E+00  0.6200000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1200000E+03
  0.1600000E-01  0.0000000E+00  0.0000000E+00  0.6200000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1200000E+03
  0.1800000E-01  0.0000000E+00 -0.2159604E-38  0.6200000E+02  0.0000000E+00  0.0000000E+00 -0.8964246E-40 -0.1200000E+03
  0.2000000E-01  0.0000000E+00  0.9320723E-37  0.6200000E+02  0.0000000E+00  0.0000000E+00  0.1761572E-39 -0.1200000E+03
  0.2200000E-01  0.0000000E+00 -0.3727114E-36  0.6200000E+02  0.0000000E+00  0.0000000E+00  0.6347938E-39 -0.1200000E+03
  0.2400000E-01  0.0000000E+00 -0.3525613E-36  0.6200000E+02  0.0000000E+00  0.0000000E+00 -0.4079082E-39 -0.1200000E+03
  0.2600000E-01  0.0000000E+00  0.1168155E-34  0.6200000E+02  0.0000000E+00  0.0000000E+00  0.1437685E-37 -0.1200000E+03
  0.2800000E-01  0.0000000E+00 -0.4867401E-34  0.6200000E+02  0.0000000E+00  0.0000000E+00  0.8108857E-37 -0.1200000E+03
  0.3000000E-01  0.0000000E+00 -0.1522179E-33  0.6200000E+02  0.0000000E+00 -0.0000000E+00  0.2452423E-36 -0.1200000E+03
  0.3200000E-01  0.0000000E+00 -0.4601740E-33  0.6200000E+02  0.0000000E+00 -0.1401298E-44  0.7614361E-36 -0.1200000E+03
  0.3400000E-01  0.0000000E+00 -0.1340724E-33  0.6200000E+02  0.0000000E+00 -0.0000000E+00 -0.4893367E-37 -0.1200000E+03
  0.3600000E-01  0.0000000E+00  0.6976516E-33  0.6200000E+02  0.0000000E+00  0.0000000E+00 -0.1980455E-35 -0.1200000E+03
  0.3800000E-01  0.0000000E+00  0.3509245E-32  0.6200000E+02  0.0000000E+00  0.0000000E+00  0.7312967E-36 -0.1200000E+03
  0.4000000E-01  0.0000000E+00 -0.1631073E-31  0.6200000E+02  0.0000000E+00  0.0000000E+00  0.1673295E-36 -0.1200000E+03
  0.4200000E-01  0.0000000E+00 -0.1160487E-32  0.6200000E+02  0.0000000E+00 -0.2802597E-44 -0.8073807E-35 -0.1200000E+03
  0.4400000E-01  0.0000000E+00  0.5318002E-31  0.6200000E+02  0.0000000E+00  0.0000000E+00 -0.1589394E-34 -0.1200000E+03
  0.4600000E-01  0.0000000E+00  0.1800572E-30  0.6200000E+02  0.0000000E+00  0.2242078E-43 -0.8214391E-34 -0.1200000E+03
  0.4800000E-01  0.0000000E+00 -0.3556023E-31  0.6200000E+02  0.0000000E+00  0.0000000E+00 -0.9613403E-35 -0.1200000E+03
  0.5000000E-01  0.0000000E+00  0.5007835E-30  0.6200000E+02  0.0000000E+00  0.0000000E+00  0.5237311E-34 -0.1200000E+03
  0.5200000E-01  0.0000000E+00  0.9760872E-30  0.6200000E+02  0.0000000E+00  0.0000000E+00 -0.3358557E-33 -0.1200000E+03
  0.5400000E-01  0.0000000E+00 -0.6803082E-30  0.6200000E+02  0.0000000E+00  0.0000000E+00 -0.3529654E-34 -0.1200000E+03
  0.5600000E-01  0.0000000E+00  0.1519886E-29  0.6200000E+02  0.0000000E+00  0.1121039E-43 -0.3517536E-34 -0.1200000E+03
