 # problem=TPV104
 # author=Surendra Nadh Somala
 # Date = 09/23/2020; time = 16:16:51
 # code=SPECFEM3D_Cartesian (split nodes)
 # code_version=1.1
 # element_size=100 m  (*5 GLL nodes)
 # time_step=   2.00000009E-03
 # location=faultst-045dp075
 # Column #1 = Time (s)
 # Column #2 = horizontal right-lateral slip (m)
 # Column #3 = horizontal right-lateral slip rate (m/s)
 # Column #4 = horizontal right-lateral shear stress (MPa)
 # Column #5 = vertical up-dip slip (m)
 # Column #6 = vertical up-dip slip rate (m/s)
 # Column #7 = vertical up-dip shear stress (MPa)
 # Column #8 = normal stress (MPa)
 #
 # The line below lists the names of the data fields:
                                                                                                                                                                                # t h-slip h-slip-rate h-shear-stress v-slip v-slip-rate v-shear-stress n-stress
 #
  0.2000000E-02  0.0000000E+00  0.0000000E+00  0.7000000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1200000E+03
  0.4000000E-02  0.0000000E+00  0.0000000E+00  0.7000000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1200000E+03
  0.6000000E-02  0.0000000E+00  0.0000000E+00  0.7000000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1200000E+03
  0.8000000E-02  0.0000000E+00  0.0000000E+00  0.7000000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1200000E+03
  0.1000000E-01  0.0000000E+00  0.1311441E-14  0.7000000E+02  0.0000000E+00  0.0000000E+00 -0.7479151E-20 -0.1200000E+03
  0.1200000E-01  0.5245763E-17  0.1199119E-13  0.7000000E+02  0.0000000E+00 -0.6310887E-29  0.3121814E-19 -0.1200000E+03
  0.1400000E-01  0.4796478E-16  0.3479087E-13  0.7000000E+02  0.1109336E-30  0.3786532E-28  0.5742190E-19 -0.1200000E+03
  0.1600000E-01  0.1444093E-15  0.9088077E-13  0.7000000E+02  0.1972152E-30 -0.2423386E-29  0.3074405E-19 -0.1200000E+03
  0.1800000E-01  0.4114879E-15  0.2076545E-12  0.7000000E+02  0.3944305E-30  0.1009742E-27  0.2446548E-18 -0.1200000E+03
  0.2000000E-01  0.9750272E-15  0.4516793E-12  0.7000000E+02  0.9860761E-30 -0.1106677E-27  0.2163801E-18 -0.1200000E+03
  0.2200000E-01  0.2218205E-14  0.9316523E-12  0.7000000E+02  0.0000000E+00 -0.1938708E-28  0.7070522E-18 -0.1200000E+03
  0.2400000E-01  0.4701637E-14  0.1802474E-11  0.7000000E+02 -0.3155444E-29 -0.8077936E-27  0.9064283E-18 -0.1200000E+03
  0.2600000E-01  0.9428101E-14  0.3290840E-11  0.7000000E+02 -0.1262177E-28  0.0000000E+00  0.2483421E-18 -0.1200000E+03
  0.2800000E-01  0.1786500E-13  0.5718321E-11  0.7000000E+02  0.0000000E+00  0.1550967E-27 -0.5323131E-17 -0.1200000E+03
  0.3000000E-01  0.3230139E-13  0.9473527E-11  0.7000000E+02  0.0000000E+00 -0.1550967E-27 -0.5772638E-17 -0.1200000E+03
  0.3200000E-01  0.5575911E-13  0.1499978E-10  0.7000000E+02 -0.5048710E-28  0.4652893E-27 -0.7333732E-18 -0.1200000E+03
  0.3400000E-01  0.9230052E-13  0.2273870E-10  0.7000000E+02  0.1009742E-27 -0.1240773E-26  0.2916405E-17 -0.1200000E+03
  0.3600000E-01  0.1467139E-12  0.3305277E-10  0.7000000E+02  0.0000000E+00  0.1240773E-26 -0.5203701E-17 -0.1200000E+03
  0.3800000E-01  0.2245116E-12  0.4617490E-10  0.7000000E+02  0.0000000E+00  0.0000000E+00  0.3922112E-16 -0.1200000E+03
  0.4000000E-01  0.3314135E-12  0.6198719E-10  0.7000000E+02  0.4038968E-27 -0.4963094E-26  0.2762426E-16 -0.1200000E+03
  0.4200000E-01  0.4724604E-12  0.7981198E-10  0.7000000E+02  0.8077936E-27  0.4963094E-26 -0.4194396E-16 -0.1200000E+03
  0.4400000E-01  0.6506614E-12  0.9819386E-10  0.7000000E+02  0.1615587E-26 -0.4963094E-26  0.2356768E-16 -0.1200000E+03
  0.4600000E-01  0.8652358E-12  0.1999953E-09  0.7000000E+02  0.0000000E+00  0.0000000E+00  0.5686467E-16 -0.1200000E+03
  0.4800000E-01  0.1450643E-11  0.3371458E-09  0.7000000E+02  0.0000000E+00  0.0000000E+00  0.7318325E-16 -0.1200000E+03
  0.5000000E-01  0.2213819E-11  0.4931691E-09  0.7000000E+02  0.0000000E+00 -0.1058791E-24 -0.8652835E-16 -0.1200000E+03
  0.5200000E-01  0.3423319E-11  0.7338179E-09  0.7000000E+02  0.0000000E+00  0.0000000E+00 -0.6968284E-16 -0.1200000E+03
  0.5400000E-01  0.5149091E-11  0.9902943E-09  0.7000000E+02 -0.3231174E-26  0.9926187E-26 -0.5173784E-16 -0.1200000E+03
  0.5600000E-01  0.7384497E-11  0.1310038E-08  0.7000000E+02  0.0000000E+00 -0.1985237E-25 -0.2295340E-15 -0.1200000E+03
  0.5800000E-01  0.1038924E-10  0.1604525E-08  0.7000000E+02 -0.3231174E-26 -0.1720535E-24 -0.1521647E-15 -0.1200000E+03
  0.6000000E-01  0.1380260E-10  0.1900677E-08  0.7000000E+02 -0.3231174E-26 -0.3970475E-25  0.1299454E-15 -0.1200000E+03
  0.6200000E-01  0.1799195E-10  0.2176046E-08  0.7000000E+02 -0.6462349E-26  0.1323482E-25  0.3497545E-16 -0.1200000E+03
  0.6400000E-01  0.2250678E-10  0.2394296E-08  0.7000000E+02 -0.1292470E-25  0.0000000E+00  0.2158019E-15 -0.1200000E+03
  0.6600000E-01  0.2756913E-10  0.2591614E-08  0.7000000E+02 -0.2584939E-25  0.0000000E+00  0.2953503E-15 -0.1200000E+03
  0.6800000E-01  0.3287324E-10  0.2660590E-08  0.7000000E+02 -0.2584939E-25  0.0000000E+00  0.5098215E-15 -0.1200000E+03
  0.7000000E-01  0.3821150E-10  0.2602185E-08  0.7000000E+02 -0.5169879E-25  0.0000000E+00  0.6332625E-15 -0.1200000E+03
  0.7200000E-01  0.4328198E-10  0.2361945E-08  0.7000000E+02 -0.5169879E-25  0.0000000E+00  0.5448586E-15 -0.1200000E+03
  0.7400000E-01  0.4765927E-10  0.1867162E-08  0.7000000E+02 -0.5169879E-25  0.1588190E-24  0.9554023E-15 -0.1200000E+03
  0.7600001E-01  0.5075063E-10  0.1029235E-08  0.7000000E+02 -0.1033976E-24 -0.1588190E-24  0.1160647E-14 -0.1200000E+03
  0.7800000E-01  0.5177622E-10 -0.1663775E-09  0.7000000E+02 -0.1033976E-24 -0.5293951E-24  0.7681591E-15 -0.1200000E+03
  0.8000001E-01  0.5008512E-10 -0.1785771E-08  0.7000000E+02 -0.1033976E-24  0.0000000E+00  0.4658701E-16 -0.1200000E+03
  0.8200000E-01  0.4463313E-10 -0.3907287E-08  0.7000000E+02  0.0000000E+00  0.0000000E+00 -0.1114404E-15 -0.1200000E+03
  0.8400001E-01  0.3445597E-10 -0.6617021E-08  0.7000000E+02  0.2067952E-24 -0.2117587E-24 -0.2804748E-15 -0.1200000E+03
  0.8600000E-01  0.1816505E-10 -0.1000303E-07  0.7000000E+02  0.2067952E-24  0.0000000E+00 -0.1093900E-14 -0.1200000E+03
  0.8800001E-01 -0.5556163E-11 -0.1406201E-07  0.7000000E+02 -0.0000000E+00  0.0000000E+00 -0.1658352E-14 -0.1200000E+03
  0.9000000E-01 -0.3808300E-10 -0.1882197E-07  0.7000000E+02 -0.0000000E+00  0.0000000E+00 -0.2209458E-14 -0.1200000E+03
  0.9200001E-01 -0.8084405E-10 -0.2430045E-07  0.7000000E+02 -0.0000000E+00  0.0000000E+00 -0.3894553E-14 -0.1200000E+03
  0.9400000E-01 -0.1352848E-09 -0.3058477E-07  0.7000000E+02 -0.0000000E+00  0.0000000E+00 -0.5581024E-14 -0.1200000E+03
  0.9600000E-01 -0.2031831E-09 -0.3760946E-07  0.7000000E+02 -0.0000000E+00 -0.6776264E-23 -0.7497566E-14 -0.1200000E+03
  0.9800000E-01 -0.2857226E-09 -0.4578445E-07  0.7000000E+02 -0.0000000E+00  0.1270552E-23 -0.8872222E-14 -0.1200000E+03
  0.1000000E+00 -0.3863209E-09 -0.5479851E-07  0.7000000E+02 -0.0000000E+00 -0.1270552E-23 -0.1068822E-13 -0.1200000E+03
  0.1020000E+00 -0.5049167E-09  0.5543552E-07  0.6999999E+02 -0.0000000E+00  0.1270552E-23 -0.1291943E-13 -0.1200000E+03
  0.1040000E+00 -0.1645789E-09  0.4297171E-07  0.7000001E+02 -0.0000000E+00  0.1228198E-22 -0.1423900E-13 -0.1200000E+03
  0.1060000E+00 -0.3330297E-09  0.2848885E-07  0.6999999E+02 -0.0000000E+00 -0.2583450E-22 -0.1623609E-13 -0.1200000E+03
  0.1080000E+00 -0.5062346E-10  0.1257197E-07  0.7000001E+02 -0.8271806E-24  0.1270552E-23 -0.1709049E-13 -0.1200000E+03
  0.1100000E+00 -0.2827417E-09 -0.4468504E-08  0.6999999E+02 -0.8271806E-24 -0.1270552E-23 -0.1819378E-13 -0.1200000E+03
  0.1120000E+00 -0.6849750E-10 -0.2300524E-07  0.7000001E+02 -0.8271806E-24  0.2541104E-23 -0.1969781E-13 -0.1200000E+03
  0.1140000E+00 -0.3747627E-09 -0.4216476E-07  0.6999999E+02 -0.1240771E-23  0.2541104E-23 -0.1870023E-13 -0.1200000E+03
  0.1160000E+00 -0.2371566E-09  0.5825446E-07  0.7000000E+02 -0.1033976E-23  0.2710506E-22 -0.1752829E-13 -0.1200000E+03
  0.1180000E+00 -0.1417448E-09  0.3654706E-07  0.7000000E+02 -0.8271806E-24  0.1355253E-22 -0.1142103E-13 -0.1200000E+03
  0.1200000E+00 -0.9096841E-10  0.1448820E-07  0.7000000E+02 -0.8271806E-24  0.0000000E+00 -0.8188637E-14 -0.1200000E+03
  0.1220000E+00 -0.8379203E-10 -0.7483536E-08  0.7000000E+02 -0.1654361E-23  0.0000000E+00 -0.1114805E-14 -0.1200000E+03
  0.1240000E+00 -0.1209026E-09 -0.2870813E-07  0.7000000E+02  0.0000000E+00  0.0000000E+00  0.1046879E-13 -0.1200000E+03
  0.1260000E+00 -0.1986245E-09 -0.4808616E-07  0.7000000E+02  0.0000000E+00  0.0000000E+00  0.2617663E-13 -0.1200000E+03
  0.1280000E+00 -0.3132472E-09  0.5488457E-07  0.6999999E+02  0.0000000E+00  0.0000000E+00  0.4180066E-13 -0.1200000E+03
  0.1300000E+00  0.2091373E-10  0.3870468E-07  0.7000001E+02  0.0000000E+00  0.0000000E+00  0.6718508E-13 -0.1200000E+03
  0.1320000E+00 -0.1584285E-09  0.2542309E-07  0.6999999E+02  0.0000000E+00 -0.1084202E-21  0.9855897E-13 -0.1200000E+03
  0.1340000E+00  0.1226061E-09  0.1555277E-07  0.7000001E+02  0.0000000E+00  0.0000000E+00  0.1296352E-12 -0.1200000E+03
  0.1360000E+00 -0.9621744E-10  0.9690403E-08  0.6999999E+02  0.0000000E+00  0.0000000E+00  0.1495482E-12 -0.1200000E+03
  0.1380000E+00  0.1613677E-09  0.8812876E-08  0.7000001E+02  0.0000000E+00  0.0000000E+00  0.1918763E-12 -0.1200000E+03
  0.1400000E+00 -0.6096592E-10  0.1319258E-07  0.6999999E+02  0.1323489E-22 -0.2032883E-22  0.2127203E-12 -0.1200000E+03
  0.1420000E+00  0.2141380E-09  0.2376240E-07  0.7000001E+02  0.1323489E-22  0.0000000E+00  0.2258661E-12 -0.1200000E+03
  0.1440000E+00  0.3408373E-10  0.4091418E-07  0.6999999E+02  0.1323489E-22  0.2117582E-21  0.2439372E-12 -0.1200000E+03
  0.1460000E+00  0.3777947E-09 -0.5505136E-07  0.7000002E+02  0.1323489E-22 -0.4540097E-21  0.2723686E-12 -0.1200000E+03
  0.1480000E+00 -0.1861216E-09 -0.2150475E-07  0.6999998E+02  0.1323489E-22 -0.4235165E-21  0.2474626E-12 -0.1200000E+03
  0.1500000E+00  0.2917757E-09  0.2047427E-07  0.7000002E+02  0.1323489E-22 -0.4336809E-21  0.2791698E-12 -0.1200000E+03
  0.1520000E+00 -0.1042244E-09 -0.4964903E-07  0.6999999E+02  0.1323489E-22  0.4065766E-22  0.2417449E-12 -0.1200000E+03
  0.1540000E+00  0.9317955E-10  0.1064368E-07  0.7000001E+02  0.2316106E-22 -0.8131533E-22  0.2320886E-12 -0.1200000E+03
  0.1560000E+00 -0.6164969E-10 -0.4097597E-07  0.7000000E+02  0.1654361E-22  0.8131533E-22  0.1542662E-12 -0.1200000E+03
  0.1580000E+00 -0.7072433E-10  0.3737941E-07  0.7000000E+02  0.2646978E-22 -0.8131533E-22  0.1238301E-12 -0.1200000E+03
  0.1600000E+00  0.8786799E-10  0.3273392E-08  0.7000001E+02  0.1323489E-22  0.2710511E-22  0.4682985E-13 -0.1200000E+03
  0.1620000E+00 -0.5763072E-10 -0.2235191E-07  0.7000000E+02  0.2646978E-22 -0.1355276E-22 -0.1509530E-13 -0.1200000E+03
  0.1640000E+00 -0.1539661E-11 -0.3979903E-07  0.7000001E+02  0.0000000E+00  0.8131533E-22 -0.1359430E-12 -0.1200000E+03
  0.1660000E+00 -0.2168268E-09 -0.4982558E-07  0.7000000E+02  0.0000000E+00 -0.8131533E-22 -0.2155627E-12 -0.1200000E+03
  0.1680000E+00 -0.2008420E-09 -0.5310163E-07  0.7000001E+02  0.0000000E+00  0.8131533E-22 -0.3583932E-12 -0.1200000E+03
