 # problem=TPV104
 # author=Surendra Nadh Somala
 # Date = 01/20/2018; time = 02:40:42
 # code=SPECFEM3D_Cartesian (split nodes)
 # code_version=1.1
 # element_size=100 m  (*5 GLL nodes)
 # time_step=   2.00000009E-03
 # location=faultst045dp075
 # Column #1 = Time (s)
 # Column #2 = horizontal right-lateral slip (m)
 # Column #3 = horizontal right-lateral slip rate (m/s)
 # Column #4 = horizontal right-lateral shear stress (MPa)
 # Column #5 = vertical up-dip slip (m)
 # Column #6 = vertical up-dip slip rate (m/s)
 # Column #7 = vertical up-dip shear stress (MPa)
 # Column #8 = normal stress (MPa)
 #
 # The line below lists the names of the data fields:
                                                                                                                                                                                # t h-slip h-slip-rate h-shear-stress v-slip v-slip-rate v-shear-stress n-stress
 #
  0.2000000E-02  0.0000000E+00 -0.1207943E-32  0.7000000E+02  0.0000000E+00  0.0000000E+00  0.8685846E-31 -0.1200000E+03
  0.4000000E-02  0.0000000E+00 -0.3623819E-32  0.7000000E+02  0.0000000E+00  0.0000000E+00  0.8685846E-31 -0.1200000E+03
  0.6000000E-02  0.0000000E+00 -0.6039695E-32  0.7000000E+02  0.0000000E+00  0.0000000E+00  0.8685846E-31 -0.1200000E+03
  0.8000000E-02  0.0000000E+00 -0.8455571E-32  0.7000000E+02  0.0000000E+00  0.0000000E+00  0.8685846E-31 -0.1200000E+03
  0.1000000E-01  0.0000000E+00  0.1299062E-14  0.7000000E+02  0.0000000E+00 -0.4038968E-30 -0.2627358E-21 -0.1200000E+03
  0.1200000E-01  0.5196248E-17  0.1187839E-13  0.7000000E+02  0.0000000E+00  0.2584940E-28  0.1447875E-19 -0.1200000E+03
  0.1400000E-01  0.4751358E-16  0.3445489E-13  0.7000000E+02  0.0000000E+00  0.0000000E+00 -0.4178961E-20 -0.1200000E+03
  0.1600000E-01  0.1430158E-15  0.8996666E-13  0.7000000E+02  0.0000000E+00  0.1033976E-27  0.9896577E-19 -0.1200000E+03
  0.1800000E-01  0.4073802E-15  0.2054090E-12  0.7000000E+02  0.0000000E+00  0.1033976E-27  0.7823317E-19 -0.1200000E+03
  0.2000000E-01  0.9646519E-15  0.4464600E-12  0.7000000E+02  0.0000000E+00  0.4135903E-27  0.2874185E-18 -0.1200000E+03
  0.2200000E-01  0.2193220E-14  0.9202983E-12  0.7000000E+02  0.0000000E+00 -0.4135903E-27 -0.3439844E-18 -0.1200000E+03
  0.2400000E-01  0.4645845E-14  0.1779498E-11  0.7000000E+02  0.0000000E+00 -0.1654361E-26 -0.1497333E-17 -0.1200000E+03
  0.2600000E-01  0.9311211E-14  0.3247177E-11  0.7000000E+02  0.0000000E+00 -0.8271807E-27 -0.5608116E-18 -0.1200000E+03
  0.2800000E-01  0.1763455E-13  0.5639681E-11  0.7000000E+02  0.0000000E+00  0.0000000E+00  0.1714782E-18 -0.1200000E+03
