 # problem=TPV104
 # author=Surendra Nadh Somala
 # Date = 01/20/2018; time = 02:40:42
 # code=SPECFEM3D_Cartesian (split nodes)
 # code_version=1.1
 # element_size=100 m  (*5 GLL nodes)
 # time_step=   2.00000009E-03
 # location=faultst-075dp075
 # Column #1 = Time (s)
 # Column #2 = horizontal right-lateral slip (m)
 # Column #3 = horizontal right-lateral slip rate (m/s)
 # Column #4 = horizontal right-lateral shear stress (MPa)
 # Column #5 = vertical up-dip slip (m)
 # Column #6 = vertical up-dip slip rate (m/s)
 # Column #7 = vertical up-dip shear stress (MPa)
 # Column #8 = normal stress (MPa)
 #
 # The line below lists the names of the data fields:
                                                                                                                                                                                # t h-slip h-slip-rate h-shear-stress v-slip v-slip-rate v-shear-stress n-stress
 #
  0.2000000E-02  0.0000000E+00  0.2005134E-33  0.7800000E+02  0.0000000E+00  0.0000000E+00 -0.4140130E-31 -0.1200000E+03
  0.4000000E-02  0.0000000E+00  0.6015450E-33  0.7800000E+02  0.0000000E+00 -0.0000000E+00 -0.4139974E-31 -0.1200000E+03
  0.6000000E-02  0.0000000E+00  0.1002577E-32  0.7800000E+02  0.0000000E+00  0.0000000E+00 -0.4140130E-31 -0.1200000E+03
  0.8000000E-02  0.0000000E+00  0.1403561E-32  0.7800000E+02  0.0000000E+00  0.0000000E+00 -0.4140130E-31 -0.1200000E+03
  0.1000000E-01  0.0000000E+00  0.1804546E-32  0.7800000E+02  0.0000000E+00  0.0000000E+00 -0.4140130E-31 -0.1200000E+03
  0.1200000E-01  0.0000000E+00  0.2205531E-32  0.7800000E+02  0.0000000E+00  0.0000000E+00 -0.4140130E-31 -0.1200000E+03
  0.1400000E-01  0.0000000E+00  0.2606609E-32  0.7800000E+02  0.0000000E+00 -0.0000000E+00 -0.4138889E-31 -0.1200000E+03
  0.1600000E-01  0.0000000E+00  0.7420379E-24  0.7800000E+02  0.0000000E+00 -0.0000000E+00 -0.5536431E-29 -0.1200000E+03
  0.1800000E-01  0.2968089E-26  0.1021224E-22  0.7800000E+02  0.0000000E+00 -0.0000000E+00 -0.7670328E-29 -0.1200000E+03
  0.2000000E-01  0.4084880E-25  0.6241393E-22  0.7800000E+02  0.0000000E+00  0.0000000E+00 -0.3776808E-28 -0.1200000E+03
  0.2200000E-01  0.2526236E-24  0.2693139E-21  0.7800000E+02  0.0000000E+00 -0.2016208E-36 -0.1396521E-27 -0.1200000E+03
  0.2400000E-01  0.1118104E-23  0.9450017E-21  0.7800000E+02  0.0000000E+00 -0.1164586E-35 -0.1063208E-26 -0.1200000E+03
  0.2600000E-01  0.4032631E-23  0.2885782E-20  0.7800000E+02  0.0000000E+00 -0.3225933E-35 -0.2124051E-26 -0.1200000E+03
  0.2800000E-01  0.1266123E-22  0.7959385E-20  0.7800000E+02  0.0000000E+00 -0.6307421E-35 -0.1206355E-25 -0.1200000E+03
  0.3000000E-01  0.3587017E-22  0.2025736E-19  0.7800000E+02  0.0000000E+00 -0.1155560E-35 -0.1155727E-25 -0.1200000E+03
