 32.0000 -121.0000 3609
 32.0000 -120.9833 3629
 32.0000 -120.9667 3606
 32.0000 -120.9500 3621
 32.0000 -120.9333 3641
 32.0000 -120.9167 3781
 32.0000 -120.9000 3806
 32.0000 -120.8833 3827
 32.0000 -120.8667 3842
 32.0000 -120.8500 3847
 32.0000 -120.8333 3845
 32.0000 -120.8167 3837
 32.0000 -120.8000 3822
 32.0000 -120.7833 3803
 32.0000 -120.7667 3794
 32.0000 -120.7500 3788
 32.0000 -120.7333 3791
 32.0000 -120.7167 3795
 32.0000 -120.7000 3798
 32.0000 -120.6833 3803
 32.0000 -120.6667 3815
 32.0000 -120.6500 3828
 32.0000 -120.6333 3836
 32.0000 -120.6167 3843
 32.0000 -120.6000 3853
 32.0000 -120.5833 3853
 32.0000 -120.5667 3870
 32.0000 -120.5500 3876
 32.0000 -120.5333 3873
 32.0000 -120.5167 3872
 32.0000 -120.5000 3872
 32.0000 -120.4833 3869
 32.0000 -120.4667 3865
 32.0000 -120.4500 3860
 32.0000 -120.4333 3855
 32.0000 -120.4167 3849
 32.0000 -120.4000 3840
 32.0000 -120.3833 3831
 32.0000 -120.3667 3828
 32.0000 -120.3500 3823
 32.0000 -120.3333 3819
 32.0000 -120.3167 3816
 32.0000 -120.3000 3812
 32.0000 -120.2833 3813
 32.0000 -120.2667 3811
 32.0000 -120.2500 3802
 32.0000 -120.2333 3795
 32.0000 -120.2167 3780
 32.0000 -120.2000 3770
 32.0000 -120.1833 3766
 32.0000 -120.1667 3761
 32.0000 -120.1500 3745
 32.0000 -120.1333 3711
 32.0000 -120.1167 3660
 32.0000 -120.1000 3593
 32.0000 -120.0833 3619
 32.0000 -120.0667 3602
 32.0000 -120.0500 3362
 32.0000 -120.0333 3271
 32.0000 -120.0167 3194
 32.0000 -120.0000 3154
 32.0000 -119.9833 3109
 32.0000 -119.9667 3281
 32.0000 -119.9500 3365
 32.0000 -119.9333 3476
 32.0000 -119.9167 3555
 32.0000 -119.9000 3619
 32.0000 -119.8833 3632
 32.0000 -119.8667 3656
 32.0000 -119.8500 3673
 32.0000 -119.8333 3700
 32.0000 -119.8167 3614
 32.0000 -119.8000 3575
 32.0000 -119.7833 3428
 32.0000 -119.7667 3316
 32.0000 -119.7500 3051
 32.0000 -119.7333 2963
 32.0000 -119.7167 2684
 32.0000 -119.7000 2463
 32.0000 -119.6833 2254
 32.0000 -119.6667 2068
 32.0000 -119.6500 1878
 32.0000 -119.6333 1719
 32.0000 -119.6167 1639
 32.0000 -119.6000 1612
 32.0000 -119.5833 1616
 32.0000 -119.5667 1611
 32.0000 -119.5500 1702
 32.0000 -119.5333 1786
 32.0000 -119.5167 1609
 32.0000 -119.5000 1435
 32.0000 -119.4833 1424
 32.0000 -119.4667 1520
 32.0000 -119.4500 1601
 32.0000 -119.4333 1605
 32.0000 -119.4167 1610
 32.0000 -119.4000 1619
 32.0000 -119.3833 1730
 32.0000 -119.3667 1792
 32.0000 -119.3500 1792
 32.0000 -119.3333 1789
 32.0000 -119.3167 1792
 32.0000 -119.3000 1736
 32.0000 -119.2833 1701
 32.0000 -119.2667 1666
 32.0000 -119.2500 1615
 32.0000 -119.2333 1603
 32.0000 -119.2167 1610
 32.0000 -119.2000 1595
 32.0000 -119.1833 1517
 32.0000 -119.1667 1409
 32.0000 -119.1500 1408
 32.0000 -119.1333 1588
 32.0000 -119.1167 1541
 32.0000 -119.1000 1370
 32.0000 -119.0833 1209
 32.0000 -119.0667 1091
 32.0000 -119.0500 959
 32.0000 -119.0333 964
 32.0000 -119.0167 1101
 32.0000 -119.0000 1156
 32.0000 -118.9833 1209
 32.0000 -118.9667 1241
 32.0000 -118.9500 1290
 32.0000 -118.9333 1353
 32.0000 -118.9167 1295
 32.0000 -118.9000 1210
 32.0000 -118.8833 1204
 32.0000 -118.8667 1196
 32.0000 -118.8500 1172
 32.0000 -118.8333 1178
 32.0000 -118.8167 1170
 32.0000 -118.8000 1176
 32.0000 -118.7833 1197
 32.0000 -118.7667 1195
 32.0000 -118.7500 1198
 32.0000 -118.7333 1219
 32.0000 -118.7167 1225
 32.0000 -118.7000 1223
 32.0000 -118.6833 1228
 32.0000 -118.6667 1215
 32.0000 -118.6500 1190
 32.0000 -118.6333 1140
