       120        120
       841          3          1         24         60 
       842         60         24         23         74 
       843         74         23         22         88 
       844         88         22         21        102 
       845        102         21         20        116 
       846        116         20         19        130 
       847        130         19         18        144 
       848        144         18         17         39 
       849          4          3         60         59 
       850         59         60         74         73 
       851         73         74         88         87 
       852         87         88        102        101 
       853        101        102        116        115 
       854        115        116        130        129 
       855        129        130        144        143 
       856        143        144         39         38 
       857          5          4         59         58 
       858         58         59         73         72 
       859         72         73         87         86 
       860         86         87        101        100 
       861        100        101        115        114 
       862        114        115        129        128 
       863        128        129        143        142 
       864        142        143         38         37 
       865          6          5         58         57 
       866         57         58         72         71 
       867         71         72         86         85 
       868         85         86        100         99 
       869         99        100        114        113 
       870        113        114        128        127 
       871        127        128        142        141 
       872        141        142         37         36 
       873          7          6         57         56 
       874         56         57         71         70 
       875         70         71         85         84 
       876         84         85         99         98 
       877         98         99        113        112 
       878        112        113        127        126 
       879        126        127        141        140 
       880        140        141         36         35 
       881          8          7         56         55 
       882         55         56         70         69 
       883         69         70         84         83 
       884         83         84         98         97 
       885         97         98        112        111 
       886        111        112        126        125 
       887        125        126        140        139 
       888        139        140         35         34 
       889          9          8         55         54 
       890         54         55         69         68 
       891         68         69         83         82 
       892         82         83         97         96 
       893         96         97        111        110 
       894        110        111        125        124 
       895        124        125        139        138 
       896        138        139         34         33 
       897         10          9         54         53 
       898         53         54         68         67 
       899         67         68         82         81 
       900         81         82         96         95 
       901         95         96        110        109 
       902        109        110        124        123 
       903        123        124        138        137 
       904        137        138         33         32 
       905         11         10         53         52 
       906         52         53         67         66 
       907         66         67         81         80 
       908         80         81         95         94 
       909         94         95        109        108 
       910        108        109        123        122 
       911        122        123        137        136 
       912        136        137         32         31 
       913         12         11         52         51 
       914         51         52         66         65 
       915         65         66         80         79 
       916         79         80         94         93 
       917         93         94        108        107 
       918        107        108        122        121 
       919        121        122        136        135 
       920        135        136         31         30 
       921         13         12         51         50 
       922         50         51         65         64 
       923         64         65         79         78 
       924         78         79         93         92 
       925         92         93        107        106 
       926        106        107        121        120 
       927        120        121        135        134 
       928        134        135         30         29 
       929         14         13         50         49 
       930         49         50         64         63 
       931         63         64         78         77 
       932         77         78         92         91 
       933         91         92        106        105 
       934        105        106        120        119 
       935        119        120        134        133 
       936        133        134         29         28 
       937         15         14         49         48 
       938         48         49         63         62 
       939         62         63         77         76 
       940         76         77         91         90 
       941         90         91        105        104 
       942        104        105        119        118 
       943        118        119        133        132 
       944        132        133         28         27 
       945         16         15         48         47 
       946         47         48         62         61 
       947         61         62         76         75 
       948         75         76         90         89 
       949         89         90        104        103 
       950        103        104        118        117 
       951        117        118        132        131 
       952        131        132         27         26 
       953          2         16         47         40 
       954         40         47         61         41 
       955         41         61         75         42 
       956         42         75         89         43 
       957         43         89        103         44 
       958         44        103        117         45 
       959         45        117        131         46 
       960         46        131         26         25 
       961       1336       1427       1335       1321 
       969       1427       1428       1334       1335 
       977       1428       1429       1333       1334 
       985       1429       1430       1332       1333 
       993       1430       1431       1331       1332 
      1001       1431       1432       1330       1331 
      1009       1432       1433       1329       1330 
      1017       1433       1434       1328       1329 
      1025       1434       1435       1327       1328 
      1033       1435       1436       1326       1327 
      1041       1436       1437       1325       1326 
      1049       1437       1438       1324       1325 
      1057       1438       1439       1323       1324 
      1065       1439       1440       1322       1323 
      1073       1440       1320       1313       1322 
      1081       1337       1413       1427       1336 
      1089       1413       1414       1428       1427 
      1097       1414       1415       1429       1428 
      1105       1415       1416       1430       1429 
      1113       1416       1417       1431       1430 
      1121       1417       1418       1432       1431 
      1129       1418       1419       1433       1432 
      1137       1419       1420       1434       1433 
      1145       1420       1421       1435       1434 
      1153       1421       1422       1436       1435 
      1161       1422       1423       1437       1436 
      1169       1423       1424       1438       1437 
      1177       1424       1425       1439       1438 
      1185       1425       1426       1440       1439 
      1193       1426       1319       1320       1440 
      1201       1338       1399       1413       1337 
      1209       1399       1400       1414       1413 
      1217       1400       1401       1415       1414 
      1225       1401       1402       1416       1415 
      1233       1402       1403       1417       1416 
      1241       1403       1404       1418       1417 
      1249       1404       1405       1419       1418 
      1257       1405       1406       1420       1419 
      1265       1406       1407       1421       1420 
      1273       1407       1408       1422       1421 
      1281       1408       1409       1423       1422 
      1289       1409       1410       1424       1423 
      1297       1410       1411       1425       1424 
      1305       1411       1412       1426       1425 
      1313       1412       1318       1319       1426 
      1321       1339       1385       1399       1338 
      1329       1385       1386       1400       1399 
      1337       1386       1387       1401       1400 
      1345       1387       1388       1402       1401 
      1353       1388       1389       1403       1402 
      1361       1389       1390       1404       1403 
      1369       1390       1391       1405       1404 
      1377       1391       1392       1406       1405 
      1385       1392       1393       1407       1406 
      1393       1393       1394       1408       1407 
      1401       1394       1395       1409       1408 
      1409       1395       1396       1410       1409 
      1417       1396       1397       1411       1410 
      1425       1397       1398       1412       1411 
      1433       1398       1317       1318       1412 
      1441       1340       1371       1385       1339 
      1449       1371       1372       1386       1385 
      1457       1372       1373       1387       1386 
      1465       1373       1374       1388       1387 
      1473       1374       1375       1389       1388 
      1481       1375       1376       1390       1389 
      1489       1376       1377       1391       1390 
      1497       1377       1378       1392       1391 
      1505       1378       1379       1393       1392 
      1513       1379       1380       1394       1393 
      1521       1380       1381       1395       1394 
      1529       1381       1382       1396       1395 
      1537       1382       1383       1397       1396 
      1545       1383       1384       1398       1397 
      1553       1384       1316       1317       1398 
      1561       1341       1357       1371       1340 
      1569       1357       1358       1372       1371 
      1577       1358       1359       1373       1372 
      1585       1359       1360       1374       1373 
      1593       1360       1361       1375       1374 
      1601       1361       1362       1376       1375 
      1609       1362       1363       1377       1376 
      1617       1363       1364       1378       1377 
      1625       1364       1365       1379       1378 
      1633       1365       1366       1380       1379 
      1641       1366       1367       1381       1380 
      1649       1367       1368       1382       1381 
      1657       1368       1369       1383       1382 
      1665       1369       1370       1384       1383 
      1673       1370       1315       1316       1384 
      1681       1342       1343       1357       1341 
      1689       1343       1344       1358       1357 
      1697       1344       1345       1359       1358 
      1705       1345       1346       1360       1359 
      1713       1346       1347       1361       1360 
      1721       1347       1348       1362       1361 
      1729       1348       1349       1363       1362 
      1737       1349       1350       1364       1363 
      1745       1350       1351       1365       1364 
      1753       1351       1352       1366       1365 
      1761       1352       1353       1367       1366 
      1769       1353       1354       1368       1367 
      1777       1354       1355       1369       1368 
      1785       1355       1356       1370       1369 
      1793       1356       1314       1315       1370 
      1801       1297       1299       1343       1342 
      1809       1299       1300       1344       1343 
