 -113.176670   33.543830    5.250000
    5.650000    6.130000    6.220000
    6.480000    6.510000    6.550000
    6.660000    2.949438    3.174157
    3.443820    3.494382    3.640449
    3.657303    3.679775    3.741573
 -113.294170   33.448330    5.250000
    5.650000    6.130000    6.220000
    6.480000    6.510000    6.550000
    6.660000    2.949438    3.174157
    3.443820    3.494382    3.640449
    3.657303    3.679775    3.741573
 -113.411500   33.352660    5.250000
    5.650000    6.130000    6.220000
    6.480000    6.510000    6.550000
    6.660000    2.949438    3.174157
    3.443820    3.494382    3.640449
    3.657303    3.679775    3.741573
 -113.528660   33.257000    5.250000
    5.650000    6.130000    6.220000
    6.480000    6.510000    6.550000
    6.660000    2.949438    3.174157
    3.443820    3.494382    3.640449
    3.657303    3.679775    3.741573
 -113.645840   33.161330    5.250000
    5.650000    6.130000    6.220000
    6.480000    6.510000    6.550000
    6.660000    2.949438    3.174157
    3.443820    3.494382    3.640449
    3.657303    3.679775    3.741573
 -113.762660   33.065830    5.250000
    5.650000    6.130000    6.220000
    6.480000    6.510000    6.550000
    6.660000    2.949438    3.174157
    3.443820    3.494382    3.640449
    3.657303    3.679775    3.741573
 -113.879500   32.970170    5.250000
    5.650000    6.130000    6.220000
    6.480000    6.510000    6.550000
    6.660000    2.949438    3.174157
    3.443820    3.494382    3.640449
    3.657303    3.679775    3.741573
 -113.996170   32.874500    5.250000
    5.650000    6.130000    6.220000
    6.480000    6.510000    6.550000
    6.660000    2.949438    3.174157
    3.443820    3.494382    3.640449
    3.657303    3.679775    3.741573
 -114.112660   32.779000    5.250000
    5.650000    6.130000    6.220000
    6.480000    6.510000    6.550000
    6.660000    2.949438    3.174157
    3.443820    3.494382    3.640449
    3.657303    3.679775    3.741573
 -114.229160   32.683330    5.250000
    5.650000    6.130000    6.220000
    6.480000    6.510000    6.550000
    6.660000    2.949438    3.174157
    3.443820    3.494382    3.640449
    3.657303    3.679775    3.741573
 -114.345340   32.587670    5.250000
    5.650000    6.130000    6.220000
    6.480000    6.510000    6.550000
    6.660000    2.949438    3.174157
    3.443820    3.494382    3.640449
    3.657303    3.679775    3.741573
 -114.461500   32.492170    5.201800
    5.650000    6.130000    6.220000
    6.480000    6.510000    6.550000
    6.660000    2.922360    3.174157
    3.443820    3.494382    3.640449
    3.657303    3.679775    3.741573
 -114.577500   32.396500    5.250000
    5.650000    6.130000    6.220000
    6.480000    6.510000    6.550000
    6.660000    2.949438    3.174157
    3.443820    3.494382    3.640449
    3.657303    3.679775    3.741573
 -114.693340   32.300830    5.250000
    5.650000    6.130000    6.220000
    6.480000    6.510000    6.550000
    6.660000    2.949438    3.174157
    3.443820    3.494382    3.640449
    3.657303    3.679775    3.741573
 -114.809170   32.205330    5.250000
    5.650000    6.130000    6.220000
    6.480000    6.510000    6.550000
    6.660000    2.949438    3.174157
    3.443820    3.494382    3.640449
    3.657303    3.679775    3.741573
 -114.924840   32.109660    5.250000
    5.650000    6.130000    6.220000
    6.480000    6.510000    6.550000
    6.660000    2.949438    3.174157
