-121 37 28.08
-120.9 37 28.08
-120.8 37 28.08
-120.7 37 28.08
-120.6 37 28.08
-120.5 37 28.08
-120.4 37 28.08
-120.3 37 28.08
-120.2 37 28.08
-120.1 37 28.08
-120 37 28.08
-119.9 37 28.08
-119.8 37 28.08
-119.7 37 28.08
-119.6 37 28.08
-119.5 37 28.08
-119.4 37 28.08
-119.3 37 28.08
-119.2 37 28.08
-119.1 37 28.08
-119 37 28.072
-118.9 37 28.043
-118.8 37 27.996
-118.7 37 27.936
-118.6 37 27.869
-118.5 37 27.803
-118.4 37 27.742
-118.3 37 27.693
-118.2 37 27.661
-118.1 37 27.65
-118 37 27.662
-117.9 37 27.704
-117.8 37 27.77
-117.7 37 27.847
-117.6 37 27.926
-117.5 37 27.997
-117.4 37 28.053
-117.3 37 28.088
-117.2 37 28.1
-117.1 37 28.091
-117 37 28.08
-116.9 37 28.08
-116.8 37 28.08
-116.7 37 28.08
-116.6 37 28.08
-116.5 37 28.08
-116.4 37 28.08
-116.3 37 28.08
-116.2 37 28.08
-116.1 37 28.08
-116 37 28.08
-115.9 37 28.08
-115.8 37 28.08
-115.7 37 28.08
-115.6 37 28.08
-115.5 37 28.08
-115.4 37 28.08
-115.3 37 28.08
-115.2 37 28.08
-115.1 37 28.08
-115 37 28.08
-114.9 37 28.08
-114.8 37 28.08
-114.7 37 28.08
-114.6 37 28.08
-114.5 37 28.08
-114.4 37 28.08
-114.3 37 28.08
-114.2 37 28.08
-114.1 37 28.08
-114 37 28.08
-121 36.9 28.08
-120.9 36.9 28.08
-120.8 36.9 28.08
-120.7 36.9 28.08
-120.6 36.9 28.08
-120.5 36.9 28.08
-120.4 36.9 28.08
-120.3 36.9 28.08
-120.2 36.9 28.08
-120.1 36.9 28.08
-120 36.9 28.08
-119.9 36.9 28.08
-119.8 36.9 28.08
-119.7 36.9 28.08
-119.6 36.9 28.08
-119.5 36.9 28.08
-119.4 36.9 28.08
-119.3 36.9 28.08
-119.2 36.9 28.08
-119.1 36.9 28.075
-119 36.9 28.045
-118.9 36.9 27.99
-118.8 36.9 27.917
-118.7 36.9 27.831
-118.6 36.9 27.738
-118.5 36.9 27.646
-118.4 36.9 27.562
-118.3 36.9 27.495
-118.2 36.9 27.462
-118.1 36.9 27.485
-118 36.9 27.557
-117.9 36.9 27.662
-117.8 36.9 27.783
-117.7 36.9 27.903
-117.6 36.9 28.01
-117.5 36.9 28.096
-117.4 36.9 28.156
-117.3 36.9 28.191
-117.2 36.9 28.204
-117.1 36.9 28.186
-117 36.9 28.142
-116.9 36.9 28.103
-116.8 36.9 28.081
-116.7 36.9 28.08
-116.6 36.9 28.08
-116.5 36.9 28.08
-116.4 36.9 28.08
-116.3 36.9 28.08
-116.2 36.9 28.08
-116.1 36.9 28.08
-116 36.9 28.08
-115.9 36.9 28.08
-115.8 36.9 28.08
-115.7 36.9 28.08
-115.6 36.9 28.08
-115.5 36.9 28.08
-115.4 36.9 28.08
-115.3 36.9 28.08
-115.2 36.9 28.08
-115.1 36.9 28.08
-115 36.9 28.08
-114.9 36.9 28.08
-114.8 36.9 28.08
-114.7 36.9 28.08
-114.6 36.9 28.08
-114.5 36.9 28.08
-114.4 36.9 28.08
-114.3 36.9 28.08
-114.2 36.9 28.08
-114.1 36.9 28.08
-114 36.9 28.08
-121 36.8 28.08
-120.9 36.8 28.08
-120.8 36.8 28.08
-120.7 36.8 28.08
-120.6 36.8 28.08
-120.5 36.8 28.08
-120.4 36.8 28.08
-120.3 36.8 28.08
-120.2 36.8 28.08
-120.1 36.8 28.08
-120 36.8 28.08
-119.9 36.8 28.08
-119.8 36.8 28.08
-119.7 36.8 28.08
-119.6 36.8 28.08
-119.5 36.8 28.08
-119.4 36.8 28.08
-119.3 36.8 28.08
-119.2 36.8 28.079
-119.1 36.8 28.057
-119 36.8 28.004
-118.9 36.8 27.926
-118.8 36.8 27.828
-118.7 36.8 27.716
-118.6 36.8 27.595
-118.5 36.8 27.476
-118.4 36.8 27.385
-118.3 36.8 27.343
-118.2 36.8 27.375
-118.1 36.8 27.473
-118 36.8 27.621
-117.9 36.8 27.799
-117.8 36.8 27.984
-117.7 36.8 28.148
-117.6 36.8 28.276
-117.5 36.8 28.361
-117.4 36.8 28.402
-117.3 36.8 28.405
-117.2 36.8 28.378
-117.1 36.8 28.332
-117 36.8 28.274
-116.9 36.8 28.199
-116.8 36.8 28.135
-116.7 36.8 28.093
-116.6 36.8 28.086
-116.5 36.8 28.09
-116.4 36.8 28.093
-116.3 36.8 28.094
-116.2 36.8 28.093
-116.1 36.8 28.09
-116 36.8 28.086
-115.9 36.8 28.082
-115.8 36.8 28.08
-115.7 36.8 28.08
-115.6 36.8 28.08
-115.5 36.8 28.08
-115.4 36.8 28.08
-115.3 36.8 28.08
-115.2 36.8 28.08
-115.1 36.8 28.08
-115 36.8 28.08
-114.9 36.8 28.08
-114.8 36.8 28.08
-114.7 36.8 28.08
-114.6 36.8 28.08
-114.5 36.8 28.08
-114.4 36.8 28.08
-114.3 36.8 28.08
-114.2 36.8 28.08
-114.1 36.8 28.08
-114 36.8 28.08
-121 36.7 28.08
-120.9 36.7 28.08
-120.8 36.7 28.08
-120.7 36.7 28.08
-120.6 36.7 28.08
-120.5 36.7 28.08
-120.4 36.7 28.08
-120.3 36.7 28.08
-120.2 36.7 28.08
-120.1 36.7 28.08
-120 36.7 28.08
-119.9 36.7 28.08
-119.8 36.7 28.08
-119.7 36.7 28.08
-119.6 36.7 28.08
-119.5 36.7 28.08
-119.4 36.7 28.08
-119.3 36.7 28.08
-119.2 36.7 28.072
-119.1 36.7 28.032
-119 36.7 27.96
-118.9 36.7 27.862
-118.8 36.7 27.74
-118.7 36.7 27.602
-118.6 36.7 27.463
-118.5 36.7 27.356
-118.4 36.7 27.297
-118.3 36.7 27.319
-118.2 36.7 27.421
-118.1 36.7 27.595
-118 36.7 27.807
-117.9 36.7 28.024
-117.8 36.7 28.227
-117.7 36.7 28.401
-117.6 36.7 28.534
-117.5 36.7 28.622
-117.4 36.7 28.663
-117.3 36.7 28.659
-117.2 36.7 28.614
-117.1 36.7 28.529
-117 36.7 28.415
-116.9 36.7 28.311
-116.8 36.7 28.228
-116.7 36.7 28.167
-116.6 36.7 28.131
-116.5 36.7 28.127
-116.4 36.7 28.133
-116.3 36.7 28.136
-116.2 36.7 28.133
-116.1 36.7 28.127
-116 36.7 28.117
-115.9 36.7 28.106
-115.8 36.7 28.094
-115.7 36.7 28.085
-115.6 36.7 28.08
-115.5 36.7 28.08
-115.4 36.7 28.08
-115.3 36.7 28.08
-115.2 36.7 28.08
-115.1 36.7 28.08
-115 36.7 28.08
-114.9 36.7 28.08
-114.8 36.7 28.08
-114.7 36.7 28.08
-114.6 36.7 28.08
-114.5 36.7 28.08
-114.4 36.7 28.08
-114.3 36.7 28.08
-114.2 36.7 28.08
-114.1 36.7 28.08
-114 36.7 28.08
-121 36.6 28.08
-120.9 36.6 28.08
-120.8 36.6 28.08
-120.7 36.6 28.08
-120.6 36.6 28.08
-120.5 36.6 28.08
-120.4 36.6 28.08
-120.3 36.6 28.08
-120.2 36.6 28.08
-120.1 36.6 28.08
-120 36.6 28.08
-119.9 36.6 28.08
-119.8 36.6 28.08
-119.7 36.6 28.08
-119.6 36.6 28.08
-119.5 36.6 28.08
-119.4 36.6 28.08
-119.3 36.6 28.08
-119.2 36.6 28.062
-119.1 36.6 28.008
-119 36.6 27.923
-118.9 36.6 27.826
-118.8 36.6 27.716
-118.7 36.6 27.6
-118.6 36.6 27.507
-118.5 36.6 27.438
-118.4 36.6 27.433
-118.3 36.6 27.489
-118.2 36.6 27.574
-118.1 36.6 27.706
-118 36.6 27.895
-117.9 36.6 28.124
-117.8 36.6 28.345
-117.7 36.6 28.53
-117.6 36.6 28.667
-117.5 36.6 28.752
-117.4 36.6 28.787
-117.3 36.6 28.777
