 # problem=TPV104
 # author=Surendra Nadh Somala
 # Date = 08/03/2016; time = 16:51:48
 # code=SPECFEM3D_Cartesian (split nodes)
 # code_version=1.1
 # element_size=100 m  (*5 GLL nodes)
 # time_step=  2.0000001E-03
 # location=faultst000dp075
 # Column #1 = Time (s)
 # Column #2 = horizontal right-lateral slip (m)
 # Column #3 = horizontal right-lateral slip rate (m/s)
 # Column #4 = horizontal right-lateral shear stress (MPa)
 # Column #5 = vertical up-dip slip (m)
 # Column #6 = vertical up-dip slip rate (m/s)
 # Column #7 = vertical up-dip shear stress (MPa)
 # Column #8 = normal stress (MPa)
 #
 # The line below lists the names of the data fields:
 # t h-slip h-slip-rate h-shear-stress v-slip v-slip-rate v-shear-stress n-stres
 s
 #
  0.2202000E+01  0.2149447E+01  0.5872921E+00  0.6300002E+02 -0.7736360E-08 -0.3508668E-06 -0.3763819E-04 -0.1200001E+03
  0.2204000E+01  0.2150624E+01  0.5889691E+00  0.6300005E+02 -0.8566437E-08 -0.3708720E-06 -0.3967093E-04 -0.1200001E+03
  0.2206000E+01  0.2151803E+01  0.5902870E+00  0.6299999E+02 -0.9219852E-08 -0.2604747E-06 -0.2779987E-04 -0.1200000E+03
  0.2208000E+01  0.2152985E+01  0.5912569E+00  0.6299999E+02 -0.9608338E-08 -0.2626772E-06 -0.2798896E-04 -0.1200000E+03
  0.2210000E+01  0.2154168E+01  0.5918884E+00  0.6299992E+02 -0.1027056E-07 -0.2825262E-06 -0.3007177E-04 -0.1199999E+03
  0.2212000E+01  0.2155352E+01  0.5921902E+00  0.6299993E+02 -0.1073844E-07 -0.2174917E-06 -0.2313777E-04 -0.1199999E+03
  0.2214000E+01  0.2156537E+01  0.5921724E+00  0.6299986E+02 -0.1114053E-07 -0.1694206E-06 -0.1802427E-04 -0.1199997E+03
  0.2216000E+01  0.2157721E+01  0.5918440E+00  0.6299986E+02 -0.1141613E-07 -0.1455204E-06 -0.1549018E-04 -0.1199997E+03
  0.2218000E+01  0.2158904E+01  0.5912143E+00  0.6299979E+02 -0.1172261E-07 -0.9965690E-07 -0.1061944E-04 -0.1199996E+03
  0.2220000E+01  0.2160085E+01  0.5902916E+00  0.6299980E+02 -0.1181475E-07 -0.5744183E-07 -0.6130569E-05 -0.1199996E+03
  0.2222000E+01  0.2161265E+01  0.5890859E+00  0.6299970E+02 -0.1195238E-07 -0.1099172E-06 -0.1175507E-04 -0.1199994E+03
  0.2224000E+01  0.2162442E+01  0.5876079E+00  0.6299973E+02 -0.1225442E-07 -0.1037306E-06 -0.1112136E-04 -0.1199995E+03
  0.2226000E+01  0.2163615E+01  0.5858704E+00  0.6299965E+02 -0.1236731E-07 -0.1093615E-06 -0.1175983E-04 -0.1199993E+03
  0.2228000E+01  0.2164786E+01  0.5838856E+00  0.6299968E+02 -0.1269187E-07 -0.9196161E-07 -0.9922406E-05 -0.1199994E+03
  0.2230000E+01  0.2165951E+01  0.5816678E+00  0.6299961E+02 -0.1273516E-07 -0.4622063E-07 -0.5006092E-05 -0.1199993E+03
  0.2232000E+01  0.2167112E+01  0.5792323E+00  0.6299966E+02 -0.1287675E-07 -0.7102926E-07 -0.7725432E-05 -0.1199994E+03
  0.2234000E+01  0.2168268E+01  0.5765955E+00  0.6299961E+02 -0.1301927E-07 -0.8844057E-07 -0.9663135E-05 -0.1199993E+03
  0.2236000E+01  0.2169419E+01  0.5737771E+00  0.6299969E+02 -0.1323052E-07 -0.4954679E-07 -0.5440148E-05 -0.1199994E+03
  0.2238000E+01  0.2170563E+01  0.5707950E+00  0.6299963E+02 -0.1321747E-07 -0.8437048E-07 -0.9312113E-05 -0.1199993E+03
  0.2240000E+01  0.2171702E+01  0.5676683E+00  0.6299974E+02 -0.1356800E-07 -0.8420151E-07 -0.9344665E-05 -0.1199995E+03
  0.2242000E+01  0.2172834E+01  0.5644180E+00  0.6299969E+02 -0.1355426E-07 -0.6212328E-07 -0.6934128E-05 -0.1199994E+03
  0.2244000E+01  0.2173959E+01  0.5610645E+00  0.6299981E+02 -0.1381647E-07 -0.1017680E-06 -0.1142715E-04 -0.1199996E+03
  0.2246000E+01  0.2175078E+01  0.5576290E+00  0.6299980E+02 -0.1396133E-07 -0.1072660E-06 -0.1211870E-04 -0.1199996E+03
  0.2248000E+01  0.2176190E+01  0.5541361E+00  0.6299994E+02 -0.1424554E-07 -0.1833473E-06 -0.2084482E-04 -0.1199999E+03
  0.2250000E+01  0.2177295E+01  0.5506094E+00  0.6299990E+02 -0.1469472E-07 -0.1706010E-06 -0.1951990E-04 -0.1199998E+03
  0.2252000E+01  0.2178392E+01  0.5470716E+00  0.6300008E+02 -0.1492795E-07 -0.1112607E-06 -0.1281265E-04 -0.1200002E+03
  0.2254000E+01  0.2179483E+01  0.5435457E+00  0.6300008E+02 -0.1513976E-07 -0.4854508E-07 -0.5626654E-05 -0.1200001E+03
  0.2256000E+01  0.2180567E+01  0.5400543E+00  0.6300024E+02 -0.1512214E-07 -0.1626453E-07 -0.1897344E-05 -0.1200005E+03
  0.2258000E+01  0.2181643E+01  0.5366207E+00  0.6300025E+02 -0.1520483E-07 -0.4974795E-07 -0.5840500E-05 -0.1200005E+03
  0.2260000E+01  0.2182713E+01  0.5332654E+00  0.6300043E+02 -0.1532113E-07 -0.5821635E-07 -0.6877729E-05 -0.1200008E+03
  0.2262000E+01  0.2183777E+01  0.5300094E+00  0.6300046E+02 -0.1543770E-07 -0.7737909E-07 -0.9197794E-05 -0.1200009E+03
  0.2264000E+01  0.2184833E+01  0.5268713E+00  0.6300062E+02 -0.1563065E-07 -0.6862329E-07 -0.8205629E-05 -0.1200012E+03
  0.2266000E+01  0.2185884E+01  0.5238669E+00  0.6300065E+02 -0.1571219E-07 -0.2507652E-07 -0.3015721E-05 -0.1200013E+03
  0.2268000E+01  0.2186929E+01  0.5210137E+00  0.6300082E+02 -0.1573096E-07 -0.1146465E-07 -0.1386302E-05 -0.1200016E+03
  0.2270000E+01  0.2187968E+01  0.5183262E+00  0.6300083E+02 -0.1575805E-07 -0.7410701E-08 -0.9007460E-06 -0.1200016E+03
  0.2272000E+01  0.2189002E+01  0.5158165E+00  0.6300100E+02 -0.1576060E-07 -0.3267283E-07 -0.3990609E-05 -0.1200019E+03
  0.2274000E+01  0.2190031E+01  0.5134929E+00  0.6300099E+02 -0.1588874E-07 -0.4823335E-07 -0.5917800E-05 -0.1200019E+03
  0.2276000E+01  0.2191056E+01  0.5113620E+00  0.6300114E+02 -0.1595354E-07  0.2406239E-07  0.2964549E-05 -0.1200022E+03
  0.2278000E+01  0.2192077E+01  0.5094280E+00  0.6300114E+02 -0.1579249E-07  0.5783501E-07  0.7152476E-05 -0.1200022E+03
  0.2280000E+01  0.2193094E+01  0.5076910E+00  0.6300129E+02 -0.1572220E-07  0.5153829E-07  0.6395579E-05 -0.1200024E+03
  0.2282000E+01  0.2194108E+01  0.5061527E+00  0.6300123E+02 -0.1558634E-07  0.4554171E-07  0.5668613E-05 -0.1200023E+03
  0.2284000E+01  0.2195118E+01  0.5048118E+00  0.6300135E+02 -0.1554004E-07  0.1618732E-07  0.2020204E-05 -0.1200026E+03
  0.2286000E+01  0.2196127E+01  0.5036631E+00  0.6300129E+02 -0.1552160E-07  0.2284459E-07  0.2857541E-05 -0.1200025E+03
  0.2288000E+01  0.2197133E+01  0.5026979E+00  0.6300137E+02 -0.1544866E-07 -0.1497457E-07 -0.1876710E-05 -0.1200026E+03
  0.2290000E+01  0.2198138E+01  0.5019063E+00  0.6300129E+02 -0.1558150E-07 -0.4628649E-07 -0.5810065E-05 -0.1200025E+03
  0.2292000E+01  0.2199141E+01  0.5012802E+00  0.6300133E+02 -0.1563381E-07 -0.2621741E-07 -0.3295026E-05 -0.1200026E+03
  0.2294000E+01  0.2200143E+01  0.5008073E+00  0.6300124E+02 -0.1568637E-07 -0.3368422E-07 -0.4237450E-05 -0.1200023E+03
  0.2296000E+01  0.2201144E+01  0.5004722E+00  0.6300124E+02 -0.1576855E-07 -0.9584767E-08 -0.1206565E-05 -0.1200024E+03
  0.2298000E+01  0.2202145E+01  0.5002601E+00  0.6300111E+02 -0.1572471E-07  0.3299186E-07  0.4154884E-05 -0.1200021E+03
  0.2300000E+01  0.2203145E+01  0.5001540E+00  0.6300108E+02 -0.1563659E-07  0.4797348E-07  0.6042902E-05 -0.1200021E+03
  0.2302000E+01  0.2204145E+01  0.5001345E+00  0.6300093E+02 -0.1553282E-07  0.4960542E-07  0.6248694E-05 -0.1200018E+03
  0.2304000E+01  0.2205146E+01  0.5001802E+00  0.6300091E+02 -0.1543816E-07  0.2155173E-07  0.2714579E-05 -0.1200018E+03
  0.2306000E+01  0.2206146E+01  0.5002719E+00  0.6300072E+02 -0.1544661E-07  0.3781176E-07  0.4761745E-05 -0.1200014E+03
  0.2308000E+01  0.2207147E+01  0.5003891E+00  0.6300067E+02 -0.1528691E-07  0.2612970E-07  0.3289817E-05 -0.1200013E+03
  0.2310000E+01  0.2208148E+01  0.5005112E+00  0.6300046E+02 -0.1534209E-07  0.1347546E-07  0.1696186E-05 -0.1200009E+03
  0.2312000E+01  0.2209149E+01  0.5006160E+00  0.6300042E+02 -0.1523303E-07  0.4908166E-07  0.6176719E-05 -0.1200008E+03
  0.2314000E+01  0.2210150E+01  0.5006820E+00  0.6300018E+02 -0.1514579E-07  0.7138061E-07  0.8981733E-05 -0.1200004E+03
  0.2316000E+01  0.2211151E+01  0.5006881E+00  0.6300011E+02 -0.1494750E-07  0.1110103E-06  0.1396811E-04 -0.1200002E+03
  0.2318000E+01  0.2212153E+01  0.5006141E+00  0.6299990E+02 -0.1470173E-07  0.1429062E-06  0.1798406E-04 -0.1199998E+03
  0.2320000E+01  0.2213154E+01  0.5004416E+00  0.6299982E+02 -0.1437586E-07  0.1794317E-06  0.2258838E-04 -0.1199997E+03
  0.2322000E+01  0.2214154E+01  0.5001508E+00  0.6299958E+02 -0.1398399E-07  0.1598910E-06  0.2014006E-04 -0.1199992E+03
  0.2324000E+01  0.2215154E+01  0.4997262E+00  0.6299952E+02 -0.1373630E-07  0.1774902E-06  0.2237585E-04 -0.1199991E+03
  0.2326000E+01  0.2216153E+01  0.4991523E+00  0.6299933E+02 -0.1327403E-07  0.2109860E-06  0.2662909E-04 -0.1199987E+03
  0.2328000E+01  0.2217151E+01  0.4984147E+00  0.6299924E+02 -0.1289236E-07  0.1771760E-06  0.2239491E-04 -0.1199986E+03
  0.2330000E+01  0.2218147E+01  0.4975015E+00  0.6299905E+02 -0.1256533E-07  0.2045668E-06  0.2590447E-04 -0.1199982E+03
  0.2332000E+01  0.2219141E+01  0.4964028E+00  0.6299901E+02 -0.1207409E-07  0.2421917E-06  0.3073681E-04 -0.1199981E+03
  0.2334000E+01  0.2220133E+01  0.4951112E+00  0.6299884E+02 -0.1159656E-07  0.2686054E-06  0.3417783E-04 -0.1199978E+03
  0.2336000E+01  0.2221122E+01  0.4936200E+00  0.6299879E+02 -0.1099967E-07  0.3458182E-06  0.4413543E-04 -0.1199977E+03
  0.2338000E+01  0.2222107E+01  0.4919276E+00  0.6299864E+02 -0.1021329E-07  0.3875876E-06  0.4963637E-04 -0.1199974E+03
  0.2340000E+01  0.2223089E+01  0.4900344E+00  0.6299865E+02 -0.9449318E-08  0.3629376E-06  0.4665913E-04 -0.1199974E+03
  0.2342000E+01  0.2224067E+01  0.4879454E+00  0.6299850E+02 -0.8761540E-08  0.3441302E-06  0.4443054E-04 -0.1199971E+03
  0.2344000E+01  0.2225041E+01  0.4856680E+00  0.6299852E+02 -0.8072795E-08  0.3731911E-06  0.4840858E-04 -0.1199972E+03
  0.2346000E+01  0.2226010E+01  0.4832088E+00  0.6299841E+02 -0.7268775E-08  0.4066940E-06  0.5302276E-04 -0.1199969E+03
  0.2348000E+01  0.2226974E+01  0.4805799E+00  0.6299846E+02 -0.6446020E-08  0.4273485E-06  0.5602044E-04 -0.1199971E+03
  0.2350000E+01  0.2227932E+01  0.4777974E+00  0.6299836E+02 -0.5559380E-08  0.3479370E-06  0.4587605E-04 -0.1199969E+03
  0.2352000E+01  0.2228885E+01  0.4748789E+00  0.6299845E+02 -0.5054271E-08  0.2916493E-06  0.3869081E-04 -0.1199970E+03
  0.2354000E+01  0.2229832E+01  0.4718449E+00  0.6299841E+02 -0.4392784E-08  0.3669665E-06  0.4899557E-04 -0.1199970E+03
  0.2356000E+01  0.2230772E+01  0.4687206E+00  0.6299847E+02 -0.3586404E-08  0.3316670E-06  0.4457776E-04 -0.1199971E+03
  0.2358000E+01  0.2231707E+01  0.4655328E+00  0.6299847E+02 -0.3066116E-08  0.3076708E-06  0.4163572E-04 -0.1199971E+03
  0.2360000E+01  0.2232634E+01  0.4623088E+00  0.6299858E+02 -0.2355719E-08  0.2787265E-06  0.3798192E-04 -0.1199973E+03
  0.2362000E+01  0.2233556E+01  0.4590801E+00  0.6299858E+02 -0.1951207E-08  0.2391452E-06  0.3281737E-04 -0.1199973E+03
  0.2364000E+01  0.2234471E+01  0.4558800E+00  0.6299870E+02 -0.1399137E-08  0.2263851E-06  0.3128447E-04 -0.1199975E+03
  0.2366000E+01  0.2235379E+01  0.4527396E+00  0.6299873E+02 -0.1045663E-08  0.1472214E-06  0.2048586E-04 -0.1199976E+03
  0.2368000E+01  0.2236282E+01  0.4496943E+00  0.6299889E+02 -0.8102531E-09  0.1438383E-06  0.2015070E-04 -0.1199979E+03
  0.2370000E+01  0.2237178E+01  0.4467804E+00  0.6299893E+02 -0.4703153E-09  0.1337831E-06  0.1886428E-04 -0.1199980E+03
  0.2372000E+01  0.2238069E+01  0.4440312E+00  0.6299909E+02 -0.2751221E-09  0.9234564E-07  0.1310198E-04 -0.1199983E+03
  0.2374000E+01  0.2238954E+01  0.4414803E+00  0.6299912E+02 -0.1009326E-09  0.3779952E-07  0.5393981E-05 -0.1199983E+03
  0.2376000E+01  0.2239835E+01  0.4391585E+00  0.6299932E+02 -0.1239186E-09  0.3388438E-07  0.4860872E-05 -0.1199987E+03
  0.2378000E+01  0.2240711E+01  0.4370949E+00  0.6299938E+02  0.3461053E-10 -0.4655261E-07 -0.6709720E-05 -0.1199988E+03
  0.2380000E+01  0.2241583E+01  0.4353198E+00  0.6299956E+02 -0.3101270E-09 -0.1081373E-06 -0.1564965E-04 -0.1199992E+03
  0.2382000E+01  0.2242452E+01  0.4338593E+00  0.6299962E+02 -0.3979394E-09 -0.1034532E-06 -0.1502217E-04 -0.1199993E+03
  0.2384000E+01  0.2243318E+01  0.4327357E+00  0.6299983E+02 -0.7239400E-09 -0.1414041E-06 -0.2058632E-04 -0.1199997E+03
  0.2386000E+01  0.2244183E+01  0.4319675E+00  0.6299986E+02 -0.9635562E-09 -0.1964877E-06 -0.2865655E-04 -0.1199997E+03
  0.2388000E+01  0.2245046E+01  0.4315684E+00  0.6300006E+02 -0.1509893E-08 -0.2966964E-06 -0.4331153E-04 -0.1200001E+03
  0.2390000E+01  0.2245909E+01  0.4315491E+00  0.6300008E+02 -0.2150344E-08 -0.3271853E-06 -0.4776442E-04 -0.1200002E+03
  0.2392000E+01  0.2246773E+01  0.4319144E+00  0.6300032E+02 -0.2818634E-08 -0.3298318E-06 -0.4811024E-04 -0.1200006E+03
  0.2394000E+01  0.2247637E+01  0.4326650E+00  0.6300034E+02 -0.3469671E-08 -0.3678523E-06 -0.5356297E-04 -0.1200007E+03
  0.2396000E+01  0.2248503E+01  0.4337961E+00  0.6300054E+02 -0.4290045E-08 -0.3673938E-06 -0.5335687E-04 -0.1200010E+03
  0.2398000E+01  0.2249372E+01  0.4352972E+00  0.6300055E+02 -0.4939247E-08 -0.3444838E-06 -0.4985714E-04 -0.1200010E+03
  0.2400000E+01  0.2250244E+01  0.4371540E+00  0.6300074E+02 -0.5667982E-08 -0.3725145E-06 -0.5368517E-04 -0.1200014E+03
  0.2402000E+01  0.2251121E+01  0.4393463E+00  0.6300074E+02 -0.6429306E-08 -0.3880138E-06 -0.5563982E-04 -0.1200014E+03
  0.2404000E+01  0.2252002E+01  0.4418478E+00  0.6300094E+02 -0.7220037E-08 -0.4135629E-06 -0.5896792E-04 -0.1200018E+03
  0.2406000E+01  0.2252888E+01  0.4446322E+00  0.6300092E+02 -0.8083558E-08 -0.4006249E-06 -0.5676544E-04 -0.1200018E+03
  0.2408000E+01  0.2253780E+01  0.4476674E+00  0.6300112E+02 -0.8822536E-08 -0.3001191E-06 -0.4223635E-04 -0.1200021E+03
  0.2410000E+01  0.2254679E+01  0.4509161E+00  0.6300111E+02 -0.9284034E-08 -0.2874267E-06 -0.4015871E-04 -0.1200021E+03
  0.2412000E+01  0.2255584E+01  0.4543402E+00  0.6300129E+02 -0.9972245E-08 -0.3385078E-06 -0.4693933E-04 -0.1200024E+03
  0.2414000E+01  0.2256496E+01  0.4578978E+00  0.6300124E+02 -0.1063807E-07 -0.2923354E-06 -0.4022183E-04 -0.1200024E+03
  0.2416000E+01  0.2257416E+01  0.4615446E+00  0.6300143E+02 -0.1114159E-07 -0.2709473E-06 -0.3698466E-04 -0.1200027E+03
  0.2418000E+01  0.2258343E+01  0.4652352E+00  0.6300138E+02 -0.1172186E-07 -0.2414833E-06 -0.3270125E-04 -0.1200026E+03
  0.2420000E+01  0.2259277E+01  0.4689240E+00  0.6300153E+02 -0.1210752E-07 -0.1468707E-06 -0.1973257E-04 -0.1200029E+03
  0.2422000E+01  0.2260218E+01  0.4725667E+00  0.6300145E+02 -0.1230934E-07 -0.6465952E-07 -0.8620253E-05 -0.1200028E+03
  0.2424000E+01  0.2261167E+01  0.4761205E+00  0.6300160E+02 -0.1236616E-07  0.8604188E-08  0.1138531E-05 -0.1200031E+03
  0.2426000E+01  0.2262123E+01  0.4795425E+00  0.6300152E+02 -0.1227492E-07  0.8735881E-07  0.1147706E-04 -0.1200029E+03
  0.2428000E+01  0.2263085E+01  0.4827893E+00  0.6300164E+02 -0.1201672E-07  0.1464564E-06  0.1911184E-04 -0.1200031E+03
  0.2430000E+01  0.2264054E+01  0.4858237E+00  0.6300156E+02 -0.1168910E-07  0.2025775E-06  0.2627023E-04 -0.1200030E+03
  0.2432000E+01  0.2265028E+01  0.4886097E+00  0.6300164E+02 -0.1120641E-07  0.2790707E-06  0.3598357E-04 -0.1200031E+03
  0.2434000E+01  0.2266008E+01  0.4911149E+00  0.6300158E+02 -0.1057281E-07  0.2878604E-06  0.3692753E-04 -0.1200030E+03
  0.2436000E+01  0.2266993E+01  0.4933136E+00  0.6300163E+02 -0.1005497E-07  0.3123288E-06  0.3988784E-04 -0.1200031E+03
  0.2438000E+01  0.2267982E+01  0.4951808E+00  0.6300154E+02 -0.9323496E-08  0.3600087E-06  0.4580368E-04 -0.1200029E+03
  0.2440000E+01  0.2268974E+01  0.4966988E+00  0.6300159E+02 -0.8614932E-08  0.3665451E-06  0.4649280E-04 -0.1200030E+03
  0.2442000E+01  0.2269968E+01  0.4978563E+00  0.6300148E+02 -0.7857312E-08  0.3831445E-06  0.4848522E-04 -0.1200028E+03
  0.2444000E+01  0.2270965E+01  0.4986447E+00  0.6300150E+02 -0.7082352E-08  0.4125091E-06  0.5211866E-04 -0.1200029E+03
  0.2446000E+01  0.2271963E+01  0.4990609E+00  0.6300135E+02 -0.6207276E-08  0.4065453E-06  0.5132220E-04 -0.1200026E+03
  0.2448000E+01  0.2272961E+01  0.4991057E+00  0.6300139E+02 -0.5456172E-08  0.3758556E-06  0.4744371E-04 -0.1200026E+03
  0.2450000E+01  0.2273959E+01  0.4987874E+00  0.6300121E+02 -0.4703853E-08  0.3567231E-06  0.4505724E-04 -0.1200023E+03
  0.2452000E+01  0.2274956E+01  0.4981183E+00  0.6300122E+02 -0.4029278E-08  0.3285872E-06  0.4155917E-04 -0.1200023E+03
  0.2454000E+01  0.2275952E+01  0.4971133E+00  0.6300101E+02 -0.3389504E-08  0.2697950E-06  0.3419212E-04 -0.1200019E+03
  0.2456000E+01  0.2276945E+01  0.4957931E+00  0.6300101E+02 -0.2950099E-08  0.1834565E-06  0.2331203E-04 -0.1200019E+03
  0.2458000E+01  0.2277935E+01  0.4941813E+00  0.6300081E+02 -0.2655675E-08  0.1534738E-06  0.1956564E-04 -0.1200015E+03
  0.2460000E+01  0.2278922E+01  0.4923050E+00  0.6300080E+02 -0.2336204E-08  0.1364123E-06  0.1745683E-04 -0.1200015E+03
  0.2462000E+01  0.2279904E+01  0.4901954E+00  0.6300057E+02 -0.2110027E-08  0.1087348E-06  0.1397474E-04 -0.1200011E+03
  0.2464000E+01  0.2280883E+01  0.4878850E+00  0.6300055E+02 -0.1901270E-08  0.2561463E-07  0.3307613E-05 -0.1200010E+03
  0.2466000E+01  0.2281856E+01  0.4854092E+00  0.6300032E+02 -0.2007574E-08 -0.7678664E-07 -0.9965988E-05 -0.1200006E+03
  0.2468000E+01  0.2282824E+01  0.4828053E+00  0.6300027E+02 -0.2208416E-08 -0.1399324E-06 -0.1825949E-04 -0.1200005E+03
  0.2470000E+01  0.2283787E+01  0.4801113E+00  0.6300003E+02 -0.2567304E-08 -0.2411934E-06 -0.3164932E-04 -0.1200001E+03
  0.2472000E+01  0.2284745E+01  0.4773646E+00  0.6300000E+02 -0.3173191E-08 -0.2729369E-06 -0.3602074E-04 -0.1200000E+03
  0.2474000E+01  0.2285697E+01  0.4746008E+00  0.6299976E+02 -0.3659053E-08 -0.3074352E-06 -0.4080976E-04 -0.1199995E+03
  0.2476000E+01  0.2286643E+01  0.4718556E+00  0.6299972E+02 -0.4402934E-08 -0.3789485E-06 -0.5059524E-04 -0.1199995E+03
  0.2478000E+01  0.2287584E+01  0.4691663E+00  0.6299946E+02 -0.5174854E-08 -0.3659468E-06 -0.4913918E-04 -0.1199990E+03
  0.2480000E+01  0.2288520E+01  0.4665669E+00  0.6299945E+02 -0.5866724E-08 -0.3811751E-06 -0.5146919E-04 -0.1199990E+03
  0.2482000E+01  0.2289450E+01  0.4640866E+00  0.6299921E+02 -0.6699565E-08 -0.3782445E-06 -0.5134624E-04 -0.1199985E+03
  0.2484000E+01  0.2290376E+01  0.4617566E+00  0.6299920E+02 -0.7379711E-08 -0.3933108E-06 -0.5366085E-04 -0.1199985E+03
  0.2486000E+01  0.2291297E+01  0.4596041E+00  0.6299898E+02 -0.8272806E-08 -0.3676546E-06 -0.5039522E-04 -0.1199981E+03
  0.2488000E+01  0.2292215E+01  0.4576524E+00  0.6299899E+02 -0.8850335E-08 -0.3068546E-06 -0.4224062E-04 -0.1199981E+03
  0.2490000E+01  0.2293128E+01  0.4559218E+00  0.6299877E+02 -0.9500225E-08 -0.3212859E-06 -0.4439494E-04 -0.1199977E+03
  0.2492000E+01  0.2294038E+01  0.4544290E+00  0.6299879E+02 -0.1013546E-07 -0.2874022E-06 -0.3984338E-04 -0.1199977E+03
  0.2494000E+01  0.2294946E+01  0.4531878E+00  0.6299857E+02 -0.1064983E-07 -0.2550260E-06 -0.3545167E-04 -0.1199973E+03
  0.2496000E+01  0.2295851E+01  0.4522092E+00  0.6299863E+02 -0.1115558E-07 -0.2387406E-06 -0.3325966E-04 -0.1199974E+03
  0.2498000E+01  0.2296755E+01  0.4515026E+00  0.6299846E+02 -0.1160480E-07 -0.2143349E-06 -0.2990629E-04 -0.1199971E+03
  0.2500000E+01  0.2297657E+01  0.4510733E+00  0.6299852E+02 -0.1201292E-07 -0.1769283E-06 -0.2471043E-04 -0.1199972E+03
  0.2502000E+01  0.2298559E+01  0.4509220E+00  0.6299840E+02 -0.1231251E-07 -0.1028511E-06 -0.1436934E-04 -0.1199969E+03
  0.2504000E+01  0.2299461E+01  0.4510471E+00  0.6299847E+02 -0.1242434E-07 -0.6162315E-07 -0.8607006E-05 -0.1199971E+03
  0.2506000E+01  0.2300363E+01  0.4514451E+00  0.6299835E+02 -0.1255901E-07 -0.6022504E-07 -0.8404290E-05 -0.1199969E+03
  0.2508000E+01  0.2301266E+01  0.4521093E+00  0.6299844E+02 -0.1266523E-07 -0.5035200E-07 -0.7016217E-05 -0.1199970E+03
  0.2510000E+01  0.2302171E+01  0.4530309E+00  0.6299837E+02 -0.1276042E-07  0.2495011E-07  0.3469557E-05 -0.1199969E+03
  0.2512000E+01  0.2303078E+01  0.4541972E+00  0.6299851E+02 -0.1256544E-07  0.1048972E-06  0.1454956E-04 -0.1199972E+03
  0.2514000E+01  0.2303988E+01  0.4555952E+00  0.6299842E+02 -0.1234083E-07  0.1257700E-06  0.1739112E-04 -0.1199970E+03
  0.2516000E+01  0.2304901E+01  0.4572097E+00  0.6299861E+02 -0.1206235E-07  0.1273433E-06  0.1754655E-04 -0.1199974E+03
  0.2518000E+01  0.2305817E+01  0.4590271E+00  0.6299851E+02 -0.1183146E-07  0.2019792E-06  0.2772035E-04 -0.1199972E+03
  0.2520000E+01  0.2306737E+01  0.4610324E+00  0.6299868E+02 -0.1125443E-07  0.2404956E-06  0.3286299E-04 -0.1199975E+03
  0.2522000E+01  0.2307661E+01  0.4632058E+00  0.6299865E+02 -0.1086948E-07  0.2837273E-06  0.3858854E-04 -0.1199974E+03
  0.2524000E+01  0.2308590E+01  0.4655285E+00  0.6299880E+02 -0.1011952E-07  0.4110131E-06  0.5562137E-04 -0.1199977E+03
  0.2526000E+01  0.2309523E+01  0.4679841E+00  0.6299876E+02 -0.9225427E-08  0.3913474E-06  0.5268211E-04 -0.1199976E+03
  0.2528000E+01  0.2310462E+01  0.4705547E+00  0.6299897E+02 -0.8554134E-08  0.3959415E-06  0.5300959E-04 -0.1199981E+03
  0.2530000E+01  0.2311405E+01  0.4732236E+00  0.6299890E+02 -0.7641659E-08  0.4418408E-06  0.5882101E-04 -0.1199979E+03
  0.2532000E+01  0.2312355E+01  0.4759727E+00  0.6299911E+02 -0.6786770E-08  0.4456582E-06  0.5898672E-04 -0.1199983E+03
  0.2534000E+01  0.2313309E+01  0.4787861E+00  0.6299904E+02 -0.5859028E-08  0.4806301E-06  0.6324169E-04 -0.1199982E+03
  0.2536000E+01  0.2314270E+01  0.4816467E+00  0.6299928E+02 -0.4864247E-08  0.4705523E-06  0.6154815E-04 -0.1199986E+03
  0.2538000E+01  0.2315236E+01  0.4845400E+00  0.6299923E+02 -0.3976822E-08  0.4356848E-06  0.5664713E-04 -0.1199985E+03
  0.2540000E+01  0.2316208E+01  0.4874551E+00  0.6299942E+02 -0.3121506E-08  0.4675658E-06  0.6042890E-04 -0.1199989E+03
  0.2542000E+01  0.2317186E+01  0.4903795E+00  0.6299937E+02 -0.2106553E-08  0.4846786E-06  0.6226698E-04 -0.1199988E+03
  0.2544000E+01  0.2318169E+01  0.4933010E+00  0.6299958E+02 -0.1182791E-08  0.4150341E-06  0.5300411E-04 -0.1199992E+03
  0.2546000E+01  0.2319159E+01  0.4962085E+00  0.6299951E+02 -0.4464127E-09  0.3848953E-06  0.4886697E-04 -0.1199991E+03
  0.2548000E+01  0.2320154E+01  0.4990949E+00  0.6299972E+02  0.3567919E-09  0.3580614E-06  0.4519736E-04 -0.1199995E+03
  0.2550000E+01  0.2321156E+01  0.5019524E+00  0.6299962E+02  0.9858282E-09  0.3605527E-06  0.4525266E-04 -0.1199993E+03
  0.2552000E+01  0.2322162E+01  0.5047736E+00  0.6299983E+02  0.1798995E-08  0.3395336E-06  0.4237654E-04 -0.1199997E+03
  0.2554000E+01  0.2323175E+01  0.5075548E+00  0.6299974E+02  0.2343959E-08  0.2750340E-06  0.3413833E-04 -0.1199995E+03
  0.2556000E+01  0.2324193E+01  0.5102916E+00  0.6299994E+02  0.2899128E-08  0.2478247E-06  0.3059612E-04 -0.1199999E+03
  0.2558000E+01  0.2325216E+01  0.5129817E+00  0.6299984E+02  0.3335259E-08  0.1963312E-06  0.2411164E-04 -0.1199997E+03
