 # problem=TPV104
 # author=Surendra Nadh Somala
 # Date = 08/03/2016; time = 16:51:48
 # code=SPECFEM3D_Cartesian (split nodes)
 # code_version=1.1
 # element_size=100 m  (*5 GLL nodes)
 # time_step=  2.0000001E-03
 # location=faultst000dp075
 # Column #1 = Time (s)
 # Column #2 = horizontal right-lateral slip (m)
 # Column #3 = horizontal right-lateral slip rate (m/s)
 # Column #4 = horizontal right-lateral shear stress (MPa)
 # Column #5 = vertical up-dip slip (m)
 # Column #6 = vertical up-dip slip rate (m/s)
 # Column #7 = vertical up-dip shear stress (MPa)
 # Column #8 = normal stress (MPa)
 #
 # The line below lists the names of the data fields:
 # t h-slip h-slip-rate h-shear-stress v-slip v-slip-rate v-shear-stress n-stres
 s
 #
  0.3436000E+01  0.2792106E+01  0.5141287E+00  0.6300167E+02 -0.4485323E-07 -0.3989241E-06 -0.4888442E-04 -0.1200032E+03
  0.3438000E+01  0.2793132E+01  0.5122019E+00  0.6300117E+02 -0.4566342E-07 -0.3734689E-06 -0.4593690E-04 -0.1200022E+03
  0.3440000E+01  0.2794155E+01  0.5107248E+00  0.6300105E+02 -0.4634711E-07 -0.3166159E-06 -0.3905652E-04 -0.1200020E+03
  0.3442000E+01  0.2795175E+01  0.5096985E+00  0.6300049E+02 -0.4692989E-07 -0.3404687E-06 -0.4208311E-04 -0.1200009E+03
  0.3444000E+01  0.2796193E+01  0.5091196E+00  0.6300040E+02 -0.4770899E-07 -0.3204712E-06 -0.3965633E-04 -0.1200008E+03
  0.3446000E+01  0.2797211E+01  0.5089810E+00  0.6299984E+02 -0.4821178E-07 -0.1947209E-06 -0.2410186E-04 -0.1199997E+03
  0.3448000E+01  0.2798229E+01  0.5092719E+00  0.6299971E+02 -0.4848789E-07 -0.1645649E-06 -0.2035756E-04 -0.1199995E+03
  0.3450000E+01  0.2799248E+01  0.5099793E+00  0.6299919E+02 -0.4887006E-07 -0.1408500E-06 -0.1739960E-04 -0.1199985E+03
  0.3452000E+01  0.2800269E+01  0.5110855E+00  0.6299904E+02 -0.4905129E-07 -0.9813589E-07 -0.1209674E-04 -0.1199982E+03
  0.3454000E+01  0.2801293E+01  0.5125692E+00  0.6299854E+02 -0.4926260E-07 -0.1123454E-06 -0.1380807E-04 -0.1199972E+03
  0.3456000E+01  0.2802320E+01  0.5144095E+00  0.6299844E+02 -0.4950068E-07 -0.1317304E-06 -0.1613268E-04 -0.1199970E+03
  0.3458000E+01  0.2803350E+01  0.5165833E+00  0.6299796E+02 -0.4978953E-07 -0.6214916E-07 -0.7579164E-05 -0.1199961E+03
  0.3460000E+01  0.2804386E+01  0.5190642E+00  0.6299788E+02 -0.4974928E-07  0.2183852E-07  0.2650501E-05 -0.1199960E+03
  0.3462000E+01  0.2805427E+01  0.5218242E+00  0.6299739E+02 -0.4970217E-07  0.6957143E-07  0.8399034E-05 -0.1199950E+03
  0.3464000E+01  0.2806473E+01  0.5248355E+00  0.6299737E+02 -0.4947099E-07  0.1148297E-06  0.1378330E-04 -0.1199950E+03
  0.3466000E+01  0.2807526E+01  0.5280684E+00  0.6299690E+02 -0.4924285E-07  0.5594396E-07  0.6673942E-05 -0.1199941E+03
  0.3468000E+01  0.2808585E+01  0.5314923E+00  0.6299692E+02 -0.4924721E-07 -0.8880075E-08 -0.1052541E-05 -0.1199941E+03
  0.3470000E+01  0.2809652E+01  0.5350772E+00  0.6299654E+02 -0.4927837E-07  0.2521470E-07  0.2968616E-05 -0.1199934E+03
  0.3472000E+01  0.2810726E+01  0.5387925E+00  0.6299654E+02 -0.4914635E-07  0.2351721E-07  0.2749672E-05 -0.1199934E+03
  0.3474000E+01  0.2811807E+01  0.5426087E+00  0.6299620E+02 -0.4918430E-07 -0.6135026E-07 -0.7122689E-05 -0.1199928E+03
  0.3476000E+01  0.2812896E+01  0.5464963E+00  0.6299628E+02 -0.4939175E-07 -0.8476995E-07 -0.9771687E-05 -0.1199929E+03
  0.3478000E+01  0.2813993E+01  0.5504284E+00  0.6299600E+02 -0.4952338E-07 -0.1323259E-06 -0.1514457E-04 -0.1199924E+03
  0.3480000E+01  0.2815098E+01  0.5543765E+00  0.6299611E+02 -0.4992106E-07 -0.1366567E-06 -0.1552887E-04 -0.1199926E+03
  0.3482000E+01  0.2816211E+01  0.5583134E+00  0.6299586E+02 -0.5007001E-07 -0.6736569E-07 -0.7601034E-05 -0.1199921E+03
  0.3484000E+01  0.2817331E+01  0.5622154E+00  0.6299608E+02 -0.5019052E-07 -0.1381567E-06 -0.1548042E-04 -0.1199925E+03
  0.3486000E+01  0.2818459E+01  0.5660610E+00  0.6299587E+02 -0.5062263E-07 -0.2360519E-06 -0.2626976E-04 -0.1199921E+03
  0.3488000E+01  0.2819595E+01  0.5698267E+00  0.6299609E+02 -0.5113473E-07 -0.3076194E-06 -0.3400829E-04 -0.1199926E+03
  0.3490000E+01  0.2820739E+01  0.5734912E+00  0.6299594E+02 -0.5185312E-07 -0.3547153E-06 -0.3896421E-04 -0.1199923E+03
  0.3492000E+01  0.2821889E+01  0.5770366E+00  0.6299627E+02 -0.5255359E-07 -0.4322407E-06 -0.4718860E-04 -0.1199929E+03
  0.3494000E+01  0.2823047E+01  0.5804473E+00  0.6299618E+02 -0.5358207E-07 -0.5081366E-06 -0.5514826E-04 -0.1199927E+03
  0.3496000E+01  0.2824211E+01  0.5837089E+00  0.6299650E+02 -0.5458614E-07 -0.5135547E-06 -0.5542515E-04 -0.1199933E+03
  0.3498000E+01  0.2825382E+01  0.5868066E+00  0.6299648E+02 -0.5563630E-07 -0.5764142E-06 -0.6188081E-04 -0.1199933E+03
  0.3500000E+01  0.2826558E+01  0.5897298E+00  0.6299690E+02 -0.5689180E-07 -0.6824650E-06 -0.7290320E-04 -0.1199941E+03
  0.3502000E+01  0.2827740E+01  0.5924675E+00  0.6299691E+02 -0.5836617E-07 -0.8153042E-06 -0.8669110E-04 -0.1199941E+03
  0.3504000E+01  0.2828928E+01  0.5950111E+00  0.6299735E+02 -0.6015302E-07 -0.8588332E-06 -0.9092977E-04 -0.1199949E+03
  0.3506000E+01  0.2830120E+01  0.5973549E+00  0.6299743E+02 -0.6180149E-07 -0.8967943E-06 -0.9457650E-04 -0.1199951E+03
  0.3508000E+01  0.2831317E+01  0.5994933E+00  0.6299788E+02 -0.6374020E-07 -0.9671936E-06 -0.1016377E-03 -0.1199959E+03
  0.3510000E+01  0.2832518E+01  0.6014237E+00  0.6299799E+02 -0.6567026E-07 -0.9779151E-06 -0.1024348E-03 -0.1199962E+03
  0.3512000E+01  0.2833723E+01  0.6031463E+00  0.6299851E+02 -0.6765185E-07 -0.9921946E-06 -0.1036345E-03 -0.1199972E+03
  0.3514000E+01  0.2834931E+01  0.6046611E+00  0.6299866E+02 -0.6963904E-07 -0.9797237E-06 -0.1020758E-03 -0.1199975E+03
  0.3516000E+01  0.2836142E+01  0.6059732E+00  0.6299916E+02 -0.7157075E-07 -0.9422762E-06 -0.9796245E-04 -0.1199984E+03
  0.3518000E+01  0.2837355E+01  0.6070883E+00  0.6299937E+02 -0.7340815E-07 -0.9800641E-06 -0.1017042E-03 -0.1199988E+03
  0.3520000E+01  0.2838570E+01  0.6080149E+00  0.6299991E+02 -0.7549100E-07 -0.1028693E-05 -0.1065887E-03 -0.1199998E+03
  0.3522000E+01  0.2839787E+01  0.6087645E+00  0.6300008E+02 -0.7752291E-07 -0.1012756E-05 -0.1048085E-03 -0.1200002E+03
  0.3524000E+01  0.2841005E+01  0.6093475E+00  0.6300068E+02 -0.7954203E-07 -0.9561169E-06 -0.9885330E-04 -0.1200013E+03
  0.3526000E+01  0.2842224E+01  0.6097755E+00  0.6300084E+02 -0.8134738E-07 -0.9382254E-06 -0.9693568E-04 -0.1200016E+03
  0.3528000E+01  0.2843444E+01  0.6100655E+00  0.6300145E+02 -0.8329493E-07 -0.9449748E-06 -0.9758749E-04 -0.1200028E+03
  0.3530000E+01  0.2844665E+01  0.6102387E+00  0.6300160E+02 -0.8512728E-07 -0.8556104E-06 -0.8833401E-04 -0.1200031E+03
  0.3532000E+01  0.2845885E+01  0.6103150E+00  0.6300219E+02 -0.8671737E-07 -0.7286191E-06 -0.7521459E-04 -0.1200042E+03
  0.3534000E+01  0.2847106E+01  0.6103142E+00  0.6300237E+02 -0.8804177E-07 -0.6145150E-06 -0.6343600E-04 -0.1200045E+03
  0.3536000E+01  0.2848326E+01  0.6102596E+00  0.6300296E+02 -0.8917544E-07 -0.5268633E-06 -0.5439315E-04 -0.1200056E+03
  0.3538000E+01  0.2849547E+01  0.6101767E+00  0.6300306E+02 -0.9014921E-07 -0.4972467E-06 -0.5134261E-04 -0.1200059E+03
  0.3540000E+01  0.2850767E+01  0.6100906E+00  0.6300359E+02 -0.9116442E-07 -0.4024984E-06 -0.4156569E-04 -0.1200068E+03
  0.3542000E+01  0.2851987E+01  0.6100289E+00  0.6300366E+02 -0.9175921E-07 -0.2485873E-06 -0.2567404E-04 -0.1200070E+03
  0.3544000E+01  0.2853207E+01  0.6100200E+00  0.6300416E+02 -0.9215878E-07 -0.1025819E-06 -0.1059487E-04 -0.1200079E+03
  0.3546000E+01  0.2854427E+01  0.6100881E+00  0.6300420E+02 -0.9216954E-07  0.4867661E-07  0.5026865E-05 -0.1200080E+03
  0.3548000E+01  0.2855647E+01  0.6102603E+00  0.6300462E+02 -0.9196406E-07  0.1227583E-06  0.1267384E-04 -0.1200088E+03
  0.3550000E+01  0.2856868E+01  0.6105623E+00  0.6300466E+02 -0.9167850E-07  0.1883134E-06  0.1943228E-04 -0.1200089E+03
  0.3552000E+01  0.2858090E+01  0.6110185E+00  0.6300497E+02 -0.9121081E-07  0.2932805E-06  0.3024152E-04 -0.1200095E+03
  0.3554000E+01  0.2859312E+01  0.6116537E+00  0.6300493E+02 -0.9050538E-07  0.3286606E-06  0.3385451E-04 -0.1200094E+03
  0.3556000E+01  0.2860536E+01  0.6124891E+00  0.6300519E+02 -0.8989617E-07  0.3714493E-06  0.3821004E-04 -0.1200099E+03
  0.3558000E+01  0.2861762E+01  0.6135423E+00  0.6300509E+02 -0.8901959E-07  0.3752832E-06  0.3853810E-04 -0.1200097E+03
  0.3560000E+01  0.2862991E+01  0.6148289E+00  0.6300527E+02 -0.8839503E-07  0.3335341E-06  0.3417928E-04 -0.1200100E+03
  0.3562000E+01  0.2864222E+01  0.6163647E+00  0.6300506E+02 -0.8768545E-07  0.3193304E-06  0.3264210E-04 -0.1200096E+03
  0.3564000E+01  0.2865456E+01  0.6181585E+00  0.6300525E+02 -0.8711771E-07  0.3457469E-06  0.3523992E-04 -0.1200100E+03
  0.3566000E+01  0.2866694E+01  0.6202183E+00  0.6300492E+02 -0.8630246E-07  0.3694504E-06  0.3753064E-04 -0.1200094E+03
  0.3568000E+01  0.2867937E+01  0.6225480E+00  0.6300502E+02 -0.8563990E-07  0.3636019E-06  0.3679837E-04 -0.1200096E+03
  0.3570000E+01  0.2869184E+01  0.6251479E+00  0.6300466E+02 -0.8484805E-07  0.3359252E-06  0.3385575E-04 -0.1200089E+03
  0.3572000E+01  0.2870437E+01  0.6280127E+00  0.6300459E+02 -0.8429620E-07  0.2098589E-06  0.2105383E-04 -0.1200088E+03
  0.3574000E+01  0.2871696E+01  0.6311301E+00  0.6300422E+02 -0.8400861E-07  0.1350442E-06  0.1348114E-04 -0.1200080E+03
  0.3576000E+01  0.2872962E+01  0.6344891E+00  0.6300413E+02 -0.8375602E-07  0.1273401E-06  0.1264474E-04 -0.1200079E+03
  0.3578000E+01  0.2874234E+01  0.6380745E+00  0.6300366E+02 -0.8349926E-07  0.7946983E-07  0.7846876E-05 -0.1200070E+03
  0.3580000E+01  0.2875514E+01  0.6418653E+00  0.6300349E+02 -0.8343815E-07  0.2165561E-07  0.2125647E-05 -0.1200067E+03
  0.3582000E+01  0.2876802E+01  0.6458371E+00  0.6300296E+02 -0.8341264E-07 -0.8506957E-07 -0.8298743E-05 -0.1200057E+03
  0.3584000E+01  0.2878098E+01  0.6499612E+00  0.6300280E+02 -0.8377842E-07 -0.2005043E-06 -0.1943551E-04 -0.1200053E+03
  0.3586000E+01  0.2879402E+01  0.6542056E+00  0.6300223E+02 -0.8421465E-07 -0.2963984E-06 -0.2854417E-04 -0.1200042E+03
  0.3588000E+01  0.2880715E+01  0.6585391E+00  0.6300199E+02 -0.8496402E-07 -0.4595277E-06 -0.4396270E-04 -0.1200038E+03
  0.3590000E+01  0.2882036E+01  0.6629282E+00  0.6300138E+02 -0.8605277E-07 -0.5844396E-06 -0.5554222E-04 -0.1200026E+03
  0.3592000E+01  0.2883366E+01  0.6673336E+00  0.6300115E+02 -0.8730179E-07 -0.7036419E-06 -0.6642893E-04 -0.1200022E+03
  0.3594000E+01  0.2884705E+01  0.6717179E+00  0.6300049E+02 -0.8886735E-07 -0.8222512E-06 -0.7711903E-04 -0.1200009E+03
  0.3596000E+01  0.2886053E+01  0.6760411E+00  0.6300020E+02 -0.9059080E-07 -0.9222517E-06 -0.8594452E-04 -0.1200004E+03
  0.3598000E+01  0.2887409E+01  0.6802611E+00  0.6299958E+02 -0.9255636E-07 -0.1060493E-05 -0.9821318E-04 -0.1199992E+03
  0.3600000E+01  0.2888774E+01  0.6843399E+00  0.6299934E+02 -0.9483278E-07 -0.1218144E-05 -0.1121406E-03 -0.1199987E+03
  0.3602000E+01  0.2890147E+01  0.6882374E+00  0.6299870E+02 -0.9742894E-07 -0.1370725E-05 -0.1254711E-03 -0.1199975E+03
  0.3604000E+01  0.2891527E+01  0.6919136E+00  0.6299846E+02 -0.1003157E-06 -0.1411505E-05 -0.1285169E-03 -0.1199971E+03
  0.3606000E+01  0.2892915E+01  0.6953310E+00  0.6299790E+02 -0.1030750E-06 -0.1458374E-05 -0.1321306E-03 -0.1199960E+03
  0.3608000E+01  0.2894308E+01  0.6984513E+00  0.6299768E+02 -0.1061492E-06 -0.1460094E-05 -0.1316949E-03 -0.1199956E+03
  0.3610000E+01  0.2895708E+01  0.7012406E+00  0.6299710E+02 -0.1089154E-06 -0.1503940E-05 -0.1351090E-03 -0.1199945E+03
  0.3612000E+01  0.2897113E+01  0.7036680E+00  0.6299696E+02 -0.1121650E-06 -0.1597641E-05 -0.1430313E-03 -0.1199942E+03
  0.3614000E+01  0.2898523E+01  0.7057019E+00  0.6299645E+02 -0.1153059E-06 -0.1517515E-05 -0.1354652E-03 -0.1199933E+03
  0.3616000E+01  0.2899936E+01  0.7073147E+00  0.6299633E+02 -0.1182350E-06 -0.1491303E-05 -0.1328215E-03 -0.1199930E+03
  0.3618000E+01  0.2901352E+01  0.7084835E+00  0.6299588E+02 -0.1212711E-06 -0.1534176E-05 -0.1364136E-03 -0.1199921E+03
  0.3620000E+01  0.2902770E+01  0.7091879E+00  0.6299585E+02 -0.1243717E-06 -0.1511080E-05 -0.1342264E-03 -0.1199921E+03
  0.3622000E+01  0.2904189E+01  0.7094116E+00  0.6299546E+02 -0.1273154E-06 -0.1369542E-05 -0.1216148E-03 -0.1199914E+03
  0.3624000E+01  0.2905608E+01  0.7091398E+00  0.6299550E+02 -0.1298499E-06 -0.1217714E-05 -0.1081741E-03 -0.1199914E+03
  0.3626000E+01  0.2907026E+01  0.7083637E+00  0.6299516E+02 -0.1321863E-06 -0.1086207E-05 -0.9659696E-04 -0.1199908E+03
  0.3628000E+01  0.2908441E+01  0.7070784E+00  0.6299526E+02 -0.1341947E-06 -0.1014752E-05 -0.9040664E-04 -0.1199910E+03
  0.3630000E+01  0.2909854E+01  0.7052789E+00  0.6299496E+02 -0.1362453E-06 -0.8932348E-06 -0.7978305E-04 -0.1199904E+03
  0.3632000E+01  0.2911262E+01  0.7029645E+00  0.6299519E+02 -0.1377677E-06 -0.7398816E-06 -0.6630344E-04 -0.1199908E+03
  0.3634000E+01  0.2912666E+01  0.7001404E+00  0.6299496E+02 -0.1392049E-06 -0.6466201E-06 -0.5817950E-04 -0.1199904E+03
  0.3636000E+01  0.2914063E+01  0.6968108E+00  0.6299527E+02 -0.1403542E-06 -0.5181525E-06 -0.4684364E-04 -0.1199910E+03
  0.3638000E+01  0.2915453E+01  0.6929843E+00  0.6299512E+02 -0.1412775E-06 -0.4109599E-06 -0.3735794E-04 -0.1199907E+03
  0.3640000E+01  0.2916835E+01  0.6886750E+00  0.6299549E+02 -0.1419980E-06 -0.2399364E-06 -0.2194781E-04 -0.1199914E+03
  0.3642000E+01  0.2918207E+01  0.6838970E+00  0.6299543E+02 -0.1422373E-06 -0.1366035E-06 -0.1258289E-04 -0.1199913E+03
  0.3644000E+01  0.2919570E+01  0.6786673E+00  0.6299585E+02 -0.1425445E-06 -0.1359599E-06 -0.1262019E-04 -0.1199921E+03
  0.3646000E+01  0.2920922E+01  0.6730078E+00  0.6299580E+02 -0.1427811E-06 -0.3962273E-07 -0.3708822E-05 -0.1199920E+03
  0.3648000E+01  0.2922262E+01  0.6669414E+00  0.6299629E+02 -0.1427030E-06  0.1009239E-06  0.9532816E-05 -0.1199929E+03
  0.3650000E+01  0.2923590E+01  0.6604904E+00  0.6299633E+02 -0.1423774E-06  0.2362606E-06  0.2253409E-04 -0.1199930E+03
  0.3652000E+01  0.2924904E+01  0.6536804E+00  0.6299684E+02 -0.1417579E-06  0.2161555E-06  0.2083144E-04 -0.1199940E+03
  0.3654000E+01  0.2926204E+01  0.6465383E+00  0.6299693E+02 -0.1415128E-06  0.1956336E-06  0.1906201E-04 -0.1199941E+03
  0.3656000E+01  0.2927490E+01  0.6390941E+00  0.6299749E+02 -0.1409754E-06  0.3029121E-06  0.2985899E-04 -0.1199952E+03
  0.3658000E+01  0.2928761E+01  0.6313805E+00  0.6299755E+02 -0.1403012E-06  0.3291169E-06  0.3283846E-04 -0.1199954E+03
  0.3660000E+01  0.2930016E+01  0.6234289E+00  0.6299813E+02 -0.1396589E-06  0.3733903E-06  0.3773148E-04 -0.1199965E+03
  0.3662000E+01  0.2931255E+01  0.6152719E+00  0.6299826E+02 -0.1388076E-06  0.2872100E-06  0.2940769E-04 -0.1199967E+03
  0.3664000E+01  0.2932477E+01  0.6069416E+00  0.6299886E+02 -0.1385101E-06  0.1017148E-06  0.1055772E-04 -0.1199978E+03
  0.3666000E+01  0.2933682E+01  0.5984757E+00  0.6299894E+02 -0.1384008E-06  0.9310939E-07  0.9801221E-05 -0.1199980E+03
  0.3668000E+01  0.2934871E+01  0.5899092E+00  0.6299953E+02 -0.1381377E-06 -0.3431948E-07 -0.3665160E-05 -0.1199991E+03
  0.3670000E+01  0.2936042E+01  0.5812762E+00  0.6299964E+02 -0.1385380E-06 -0.1499932E-06 -0.1625649E-04 -0.1199993E+03
  0.3672000E+01  0.2937196E+01  0.5726126E+00  0.6300019E+02 -0.1387376E-06 -0.1945766E-06 -0.2140778E-04 -0.1200004E+03
  0.3674000E+01  0.2938332E+01  0.5639552E+00  0.6300026E+02 -0.1393163E-06 -0.2469276E-06 -0.2758464E-04 -0.1200005E+03
  0.3676000E+01  0.2939452E+01  0.5553378E+00  0.6300086E+02 -0.1397253E-06 -0.2335411E-06 -0.2649430E-04 -0.1200016E+03
  0.3678000E+01  0.2940554E+01  0.5467950E+00  0.6300087E+02 -0.1402505E-06 -0.3738082E-06 -0.4306961E-04 -0.1200016E+03
  0.3680000E+01  0.2941639E+01  0.5383626E+00  0.6300139E+02 -0.1412205E-06 -0.4360647E-06 -0.5103006E-04 -0.1200027E+03
  0.3682000E+01  0.2942707E+01  0.5300719E+00  0.6300142E+02 -0.1419947E-06 -0.3489901E-06 -0.4147904E-04 -0.1200027E+03
  0.3684000E+01  0.2943759E+01  0.5219542E+00  0.6300187E+02 -0.1426165E-06 -0.3216537E-06 -0.3882483E-04 -0.1200036E+03
  0.3686000E+01  0.2944795E+01  0.5140415E+00  0.6300185E+02 -0.1432814E-06 -0.3179746E-06 -0.3897154E-04 -0.1200035E+03
  0.3688000E+01  0.2945815E+01  0.5063616E+00  0.6300227E+02 -0.1438884E-06 -0.2680964E-06 -0.3335696E-04 -0.1200043E+03
  0.3690000E+01  0.2946820E+01  0.4989381E+00  0.6300222E+02 -0.1443537E-06 -0.2872335E-06 -0.3626973E-04 -0.1200042E+03
  0.3692000E+01  0.2947811E+01  0.4917969E+00  0.6300261E+02 -0.1450373E-06 -0.3079180E-06 -0.3944644E-04 -0.1200050E+03
  0.3694000E+01  0.2948788E+01  0.4849619E+00  0.6300247E+02 -0.1455854E-06 -0.2465549E-06 -0.3203049E-04 -0.1200047E+03
  0.3696000E+01  0.2949751E+01  0.4784505E+00  0.6300283E+02 -0.1460235E-06 -0.2623416E-06 -0.3454541E-04 -0.1200054E+03
  0.3698000E+01  0.2950702E+01  0.4722775E+00  0.6300264E+02 -0.1466347E-06 -0.2099228E-06 -0.2800407E-04 -0.1200050E+03
  0.3700000E+01  0.2951640E+01  0.4664615E+00  0.6300291E+02 -0.1468633E-06 -0.1121462E-06 -0.1514710E-04 -0.1200055E+03
  0.3702000E+01  0.2952568E+01  0.4610148E+00  0.6300272E+02 -0.1470834E-06 -0.1551418E-06 -0.2120184E-04 -0.1200052E+03
  0.3704000E+01  0.2953484E+01  0.4559448E+00  0.6300294E+02 -0.1474838E-06 -0.9292031E-07 -0.1283983E-04 -0.1200056E+03
  0.3706000E+01  0.2954391E+01  0.4512587E+00  0.6300267E+02 -0.1474551E-06  0.1893970E-07  0.2644274E-05 -0.1200051E+03
  0.3708000E+01  0.2955289E+01  0.4469595E+00  0.6300291E+02 -0.1474081E-06  0.4604834E-07  0.6490922E-05 -0.1200055E+03
  0.3710000E+01  0.2956179E+01  0.4430468E+00  0.6300259E+02 -0.1472709E-06  0.8520932E-07  0.1211702E-04 -0.1200049E+03
  0.3712000E+01  0.2957062E+01  0.4395173E+00  0.6300273E+02 -0.1470672E-06  0.1536079E-06  0.2201896E-04 -0.1200052E+03
  0.3714000E+01  0.2957937E+01  0.4363664E+00  0.6300240E+02 -0.1466564E-06  0.2539873E-06  0.3667058E-04 -0.1200046E+03
  0.3716000E+01  0.2958807E+01  0.4335859E+00  0.6300254E+02 -0.1460513E-06  0.2943886E-06  0.4277638E-04 -0.1200048E+03
  0.3718000E+01  0.2959671E+01  0.4311657E+00  0.6300218E+02 -0.1454789E-06  0.3349008E-06  0.4893592E-04 -0.1200042E+03
  0.3720000E+01  0.2960531E+01  0.4290951E+00  0.6300229E+02 -0.1447117E-06  0.3846294E-06  0.5647357E-04 -0.1200044E+03
  0.3722000E+01  0.2961388E+01  0.4273589E+00  0.6300190E+02 -0.1439403E-06  0.3915182E-06  0.5771822E-04 -0.1200036E+03
  0.3724000E+01  0.2962241E+01  0.4259431E+00  0.6300196E+02 -0.1431456E-06  0.4492510E-06  0.6644947E-04 -0.1200037E+03
  0.3726000E+01  0.2963092E+01  0.4248329E+00  0.6300159E+02 -0.1421433E-06  0.4884762E-06  0.7243971E-04 -0.1200030E+03
  0.3728000E+01  0.2963940E+01  0.4240092E+00  0.6300165E+02 -0.1411917E-06  0.4693906E-06  0.6974467E-04 -0.1200032E+03
  0.3730000E+01  0.2964788E+01  0.4234513E+00  0.6300125E+02 -0.1402658E-06  0.4926188E-06  0.7329202E-04 -0.1200024E+03
  0.3732000E+01  0.2965634E+01  0.4231424E+00  0.6300130E+02 -0.1392212E-06  0.4035417E-06  0.6008296E-04 -0.1200025E+03
  0.3734000E+01  0.2966480E+01  0.4230648E+00  0.6300092E+02 -0.1386516E-06  0.3792659E-06  0.5647858E-04 -0.1200017E+03
  0.3736000E+01  0.2967326E+01  0.4231960E+00  0.6300097E+02 -0.1377041E-06  0.3968865E-06  0.5908429E-04 -0.1200019E+03
  0.3738000E+01  0.2968173E+01  0.4235173E+00  0.6300061E+02 -0.1370640E-06  0.3319513E-06  0.4937964E-04 -0.1200012E+03
  0.3740000E+01  0.2969021E+01  0.4240137E+00  0.6300066E+02 -0.1363764E-06  0.2852186E-06  0.4237824E-04 -0.1200013E+03
  0.3742000E+01  0.2969869E+01  0.4246666E+00  0.6300031E+02 -0.1359232E-06  0.1763958E-06  0.2616873E-04 -0.1200006E+03
  0.3744000E+01  0.2970719E+01  0.4254585E+00  0.6300042E+02 -0.1356708E-06  0.9749967E-07  0.1443741E-04 -0.1200008E+03
  0.3746000E+01  0.2971571E+01  0.4263777E+00  0.6300003E+02 -0.1355332E-06 -0.3599901E-08 -0.5319087E-06 -0.1200001E+03
  0.3748000E+01  0.2972425E+01  0.4274140E+00  0.6300010E+02 -0.1356852E-06 -0.1536533E-06 -0.2264823E-04 -0.1200002E+03
  0.3750000E+01  0.2973281E+01  0.4285574E+00  0.6299978E+02 -0.1361478E-06 -0.2956045E-06 -0.4345514E-04 -0.1199996E+03
  0.3752000E+01  0.2974139E+01  0.4297948E+00  0.6299990E+02 -0.1368676E-06 -0.3978467E-06 -0.5831689E-04 -0.1199998E+03
  0.3754000E+01  0.2975000E+01  0.4311192E+00  0.6299958E+02 -0.1377392E-06 -0.5895525E-06 -0.8615147E-04 -0.1199992E+03
  0.3756000E+01  0.2975863E+01  0.4325252E+00  0.6299970E+02 -0.1392258E-06 -0.7540898E-06 -0.1098374E-03 -0.1199995E+03
  0.3758000E+01  0.2976730E+01  0.4340089E+00  0.6299940E+02 -0.1407555E-06 -0.8834335E-06 -0.1282365E-03 -0.1199989E+03
  0.3760000E+01  0.2977599E+01  0.4355701E+00  0.6299956E+02 -0.1427595E-06 -0.9932945E-06 -0.1436671E-03 -0.1199991E+03
  0.3762000E+01  0.2978472E+01  0.4372090E+00  0.6299926E+02 -0.1447287E-06 -0.1045692E-05 -0.1506781E-03 -0.1199986E+03
  0.3764000E+01  0.2979348E+01  0.4389294E+00  0.6299944E+02 -0.1469423E-06 -0.1147440E-05 -0.1646918E-03 -0.1199989E+03
  0.3766000E+01  0.2980228E+01  0.4407373E+00  0.6299909E+02 -0.1493185E-06 -0.1243217E-05 -0.1777057E-03 -0.1199983E+03
  0.3768000E+01  0.2981111E+01  0.4426385E+00  0.6299929E+02 -0.1519152E-06 -0.1288009E-05 -0.1833181E-03 -0.1199987E+03
  0.3770000E+01  0.2981998E+01  0.4446393E+00  0.6299899E+02 -0.1544705E-06 -0.1304646E-05 -0.1848496E-03 -0.1199981E+03
  0.3772000E+01  0.2982890E+01  0.4467488E+00  0.6299914E+02 -0.1571338E-06 -0.1392779E-05 -0.1964054E-03 -0.1199984E+03
  0.3774000E+01  0.2983785E+01  0.4489755E+00  0.6299886E+02 -0.1600416E-06 -0.1427719E-05 -0.2003331E-03 -0.1199979E+03
  0.3776000E+01  0.2984686E+01  0.4513322E+00  0.6299907E+02 -0.1628446E-06 -0.1390517E-05 -0.1940948E-03 -0.1199982E+03
  0.3778000E+01  0.2985591E+01  0.4538310E+00  0.6299882E+02 -0.1656037E-06 -0.1391113E-05 -0.1931081E-03 -0.1199977E+03
  0.3780000E+01  0.2986501E+01  0.4564826E+00  0.6299900E+02 -0.1684091E-06 -0.1359984E-05 -0.1876910E-03 -0.1199981E+03
  0.3782000E+01  0.2987417E+01  0.4593015E+00  0.6299873E+02 -0.1710437E-06 -0.1280382E-05 -0.1756198E-03 -0.1199976E+03
  0.3784000E+01  0.2988338E+01  0.4622993E+00  0.6299895E+02 -0.1735306E-06 -0.1194767E-05 -0.1628147E-03 -0.1199980E+03
  0.3786000E+01  0.2989266E+01  0.4654881E+00  0.6299869E+02 -0.1758227E-06 -0.1150215E-05 -0.1556689E-03 -0.1199975E+03
  0.3788000E+01  0.2990200E+01  0.4688818E+00  0.6299892E+02 -0.1781315E-06 -0.1033605E-05 -0.1388751E-03 -0.1199979E+03
  0.3790000E+01  0.2991141E+01  0.4724909E+00  0.6299868E+02 -0.1799572E-06 -0.9003274E-06 -0.1200434E-03 -0.1199975E+03
