S.NO.   STATION ID  Major Lat   Minor Lat   LATITUDE    Major Lat   Minor Lat   LONGITUDE
354   T03322L11730      33.0000     22.0000     33.6875     117.0000    30.0000     117.9375
355   T03408L11728      34.0000     8.0000      34.2500     117.0000    28.0000     117.8750
356   T03406L11728      34.0000     6.0000      34.1875     117.0000    28.0000     117.8750
357   T03404L11728      34.0000     4.0000      34.1250     117.0000    28.0000     117.8750
358   T03402L11728      34.0000     2.0000      34.0625     117.0000    28.0000     117.8750
359   T03400L11728      34.0000     0.0000      34.0000     117.0000    28.0000     117.8750
360   T03330L11728      33.0000     30.0000     33.9375     117.0000    28.0000     117.8750
361   T03328L11728      33.0000     28.0000     33.8750     117.0000    28.0000     117.8750
362   T03326L11728      33.0000     26.0000     33.8125     117.0000    28.0000     117.8750
363   T03324L11728      33.0000     24.0000     33.7500     117.0000    28.0000     117.8750
364   T03322L11728      33.0000     22.0000     33.6875     117.0000    28.0000     117.8750
365   T03320L11728      33.0000     20.0000     33.6250     117.0000    28.0000     117.8750
366   T03408L11726      34.0000     8.0000      34.2500     117.0000    26.0000     117.8125
367   T03406L11726      34.0000     6.0000      34.1875     117.0000    26.0000     117.8125
368   T03404L11726      34.0000     4.0000      34.1250     117.0000    26.0000     117.8125
369   T03402L11726      34.0000     2.0000      34.0625     117.0000    26.0000     117.8125
370   T03400L11726      34.0000     0.0000      34.0000     117.0000    26.0000     117.8125
371   T03330L11726      33.0000     30.0000     33.9375     117.0000    26.0000     117.8125
372   T03328L11726      33.0000     28.0000     33.8750     117.0000    26.0000     117.8125
373   T03326L11726      33.0000     26.0000     33.8125     117.0000    26.0000     117.8125
374   T03324L11726      33.0000     24.0000     33.7500     117.0000    26.0000     117.8125
375   T03322L11726      33.0000     22.0000     33.6875     117.0000    26.0000     117.8125
376   T03320L11726      33.0000     20.0000     33.6250     117.0000    26.0000     117.8125
377   T03318L11726      33.0000     18.0000     33.5625     117.0000    26.0000     117.8125
378   T03408L11724      34.0000     8.0000      34.2500     117.0000    24.0000     117.7500
379   T03406L11724      34.0000     6.0000      34.1875     117.0000    24.0000     117.7500
380   T03404L11724      34.0000     4.0000      34.1250     117.0000    24.0000     117.7500
381   T03402L11724      34.0000     2.0000      34.0625     117.0000    24.0000     117.7500
382   T03400L11724      34.0000     0.0000      34.0000     117.0000    24.0000     117.7500
383   T03330L11724      33.0000     30.0000     33.9375     117.0000    24.0000     117.7500
384   T03328L11724      33.0000     28.0000     33.8750     117.0000    24.0000     117.7500
385   T03326L11724      33.0000     26.0000     33.8125     117.0000    24.0000     117.7500
386   T03324L11724      33.0000     24.0000     33.7500     117.0000    24.0000     117.7500
387   T03322L11724      33.0000     22.0000     33.6875     117.0000    24.0000     117.7500
388   T03320L11724      33.0000     20.0000     33.6250     117.0000    24.0000     117.7500
389   T03318L11724      33.0000     18.0000     33.5625     117.0000    24.0000     117.7500
390   T03400L11826      34.0000     0.0000      34.0000     118.0000    26.0000     118.8125
391   T03401L11826      34.0000     1.0000      34.0313     118.0000    26.0000     118.8125
392   T34015L11826      34.0000     1.5000      34.0469     118.0000    17.0000     118.5313
